time,pos_x,pos_y,lin_vel_x
1753549417450291074,0.0,0.0,0.0
1753549417464189220,0.0,0.0,0.0
1753549417476359944,0.0,0.0,0.0
1753549417488653165,0.00021631455345153805,0.0,0.04326291069030762
1753549417501900221,0.001124443660354614,0.0,0.1383629106903076
1753549417514044272,0.002983572765049819,-6.297115562556214e-08,0.23346291069030758
1753549417526768796,0.005793701821378012,-5.821076925806468e-07,0.3285629106903076
1753549417539073677,0.0095548307600717,-1.6761618225233227e-06,0.4236629106903076
1753549417552054744,0.019930058344036047,-1.860089399926225e-05,0.6138629106903075
1753549417564639153,0.026544054055316603,-5.9322743635413615e-05,0.7089629106903075
1753549417576986632,0.03410901747233008,-0.00010887853238989891,0.8040629106903074
1753549417590064461,0.05141120574920577,-0.00025173386368632366,0.9247461595529949
1753549417602606362,0.061133715135945926,-0.00034527360547484387,1.0198461595529948
1753549417614852001,0.07147423693044828,-0.00044082893369360105,1.048347333163631
1753549417627320859,0.08202164625686743,-0.0005555830421429221,1.0612603330481583
1753549417639537398,0.09289730017589387,-0.0006669775933275111,1.113985159140784
1753549417651455977,0.11617301629323944,-0.000932668932463391,1.2130567772706982
1753549417663446858,0.12853569428672137,-0.0010878119025758558,1.2596740656531085
1753549417676193944,0.14138233209763404,-0.0012445499196836187,1.3098452482900358
1753549417688784333,0.16849627589051444,-0.0016067855058722934,1.4006854708883598
1753549417700815854,0.1827269419223603,-0.0018135274519010171,1.445748565369616
1753549417712897000,0.19739322485313662,-0.002023687693314143,1.4878096593654426
1753549417724730538,0.2124707360834173,-0.002259397194111695,1.5280615467436003
1753549417736879790,0.22794515067696677,-0.0024991454045276505,1.5671932938639452
1753549417749100702,0.26006473821230935,-0.003037575171612966,1.644278538042424
1753549417761065107,0.27668760900554046,-0.0033374575423082376,1.6808370530807542
1753549417773213872,0.2936643226222999,-0.0036432736462859395,1.7150570063446846
1753549417785668834,0.3109755807339891,-0.003978197955729136,1.7478430253086832
1753549417798146377,0.3286116299350441,-0.004319766607613644,1.780028777190336
1753549417810891107,0.3648734177920528,-0.005072044792884366,1.8461258655054
1753549417823110641,0.38349493563115084,-0.005484064685616631,1.8790896949728717
1753549417835402159,0.4024454822334145,-0.0059055864183717765,1.911957577424784
1753549417847892901,0.4413187611577227,-0.006825717685165744,1.9764058892083833
1753549417859791093,0.46122974850556014,-0.007325553502319261,2.0070466146479258
1753549417872185402,0.48145728624444295,-0.007837377192318194,2.039756266839946
1753549417884363808,0.5020193014602429,-0.00838546964578407,2.0741079390905828
1753549417896852213,0.5229260621420715,-0.008947871047314818,2.108757255075824
1753549417910285464,0.5658051220523116,-0.010165147435288612,2.180009076014031
1753549417923037733,0.5877738047706846,-0.010821492264859406,2.2156883909018954
1753549417936085586,0.6101048962091794,-0.01149582555273037,2.2525661545027402
1753549417949763311,0.6558895631760668,-0.012948113045503779,2.3284875596622
1753549417962732378,0.6793436120337641,-0.013727746880302958,2.364913506245295
1753549417977330981,0.7031598096383552,-0.014528741730011629,2.401019624672421
1753549417990301178,0.7519111290583695,-0.01624482347153308,2.4779250559994406
1753549418003915867,0.7768604191355993,-0.017162063039521665,2.515304413142499
1753549418016966551,0.8021714891192399,-0.018104245648116125,2.5504160084207688
1753549418030656050,0.8538259661537911,-0.02011072048996714,2.6197952767492576
1753549418043484578,0.8801716810660698,-0.021176963929288903,2.653661621131586
1753549418056812797,0.9068490183770034,-0.022270630160324215,2.6862880282172084
1753549418071225254,0.9611531264453064,-0.024588282688518762,2.749093828863758
1753549418084389202,0.9887665622679288,-0.02581368052217268,2.779029086383451
1753549418097962745,1.0166719571890845,-0.027068404049445986,2.8076892191338327
1753549418111180385,1.0733311433710542,-0.029715364488308256,2.864694839876188
1753549418129381877,1.1311105878819472,-0.03253548366748263,2.920724282928757
1753549418142680496,1.1604289019832796,-0.03401898320508615,2.950440736741014
1753549418155624439,1.1900481405278351,-0.035537740263424496,2.9811899638110373
1753549418168620360,1.2199648779986383,-0.037115872977229944,3.010477065133881
1753549418181596176,1.2806644551106183,-0.040405621009056425,3.0676943468553324
1753549418194532343,1.3114417468946102,-0.04211868080156892,3.097292046211735
1753549418207110150,1.342521839767185,-0.043894965194970825,3.1288705940699377
1753549418219435613,1.3739220181217588,-0.04571300690067092,3.1616831072994436
1753549418232208709,1.437693259769891,-0.049524782598460756,3.226040237274461
1753549418244324229,1.4700381887215235,-0.05151894390397898,3.25522906572771
1753549418256713128,1.502673786019656,-0.0535565760321324,3.2846007248513165
1753549418268783371,1.568901654037645,-0.05781812740532175,3.3510744293336994
1753549418280638530,1.6025122723409795,-0.060044889932063084,3.3857863510259194
1753549418292944937,1.6364641377835913,-0.06232222222465347,3.4198454502384945
1753549418305223365,1.6707666707728182,-0.06467454871194322,3.456774096013782
1753549418317573869,1.7054347666757006,-0.06708105169869726,3.493530445428075
1753549418329724546,1.775903609426265,-0.07208590090894322,3.5701714577589563
1753549418341774601,1.8117367860139628,-0.07460189289458669,3.6141082096122794
1753549418354020065,1.848019947547146,-0.0771405010742704,3.6602644344289694
1753549418366003805,1.8847655048843206,-0.07968017093776392,3.7063793112211334
1753549418377871336,1.9219819613009494,-0.08224110991205313,3.7545137736538274
1753549418389485309,1.9978613008162127,-0.08737593428428665,3.855344312963221
1753549418401276768,2.0366387189713,-0.08995318419623863,3.9172498342410043
1753549418413124147,2.076061770241729,-0.09255231761754062,3.9844780689020194
1753549418424773926,2.1161675426766475,-0.09515404065098526,4.053536815794294
1753549418436481858,2.1569657286818216,-0.09777525330425559,4.122924246339597
1753549418448388047,2.240639880508552,-0.10302896902685765,4.2593083142807595
1753549418459896712,2.2834791687021965,-0.10565418349875474,4.32462213410963
1753549418471406050,2.326963096688163,-0.10828674424381247,4.388087125181797
1753549418483316362,2.371081964589278,-0.11090454597880585,4.451206055047097
1753549418494932325,2.415827295274994,-0.11352457404164362,4.5131888106986375
1753549418506736672,2.4611951748494136,-0.11612507241834198,4.575281504775217
1753549418518759329,2.5071703502181006,-0.11872292434616384,4.634421691248455
1753549418530481018,2.600887102365123,-0.12386041807863143,4.750271898552759
1753549418542329187,2.6485942302149392,-0.1263942424017012,4.804602435867731
1753549418554336710,2.6968285952182063,-0.12891395265274216,4.8554248810979
1753549418566052389,2.7455569537883866,-0.13139493851092052,4.902871126667313
1753549418577761131,2.794743090091043,-0.13387619995250225,4.946865361191802
1753549418589512799,2.8943528208050098,-0.13893572618011021,5.023228285125995
1753549418601226062,2.9446664338246684,-0.14151303395847628,5.052688051642138
1753549418613232849,2.9952370404093407,-0.14410690808729457,5.074729272281214
1753549418625117518,3.0459912307919286,-0.14676733392515035,5.090046276787212
1753549418637265491,3.0968710099537677,-0.14954499114339348,5.101064046035376
1753549418649613335,3.198729660990855,-0.15541881001907698,5.101725440920296
1753549418662065054,3.249550505802204,-0.1584976312363119,5.081079062022161
1753549418674410304,3.3001252970669266,-0.1616040740104538,5.052942828469125
1753549418686498841,3.3505620858008074,-0.16481525046248655,5.054843213232895
1753549418698603475,3.401056040048077,-0.16820324015976293,5.066658984045974
1753549418710889514,3.502420509887608,-0.17535306018320118,5.100790035013478
