time,pos_x,pos_y,lin_vel_x,ang_vel_z
1752816046.75411,1.136725118936048,-0.10789513418008073,1.9534704959383968,-0.2757410913015231
1752816046.754358,1.136725118936048,-0.10789513418008073,1.9534704959383968,-0.2757410913015231
1752816046.7545784,1.1559778369037133,-0.11126700837750704,1.955682973856526,-0.27135384839945864
1752816046.7561998,1.1559778369037133,-0.11126700837750704,1.955682973856526,-0.27135384839945864
1752816046.7606318,1.1752449577640125,-0.11468161589015984,1.957790248449648,-0.27646063244465185
1752816046.7675054,1.1752449577640125,-0.11468161589015984,1.957790248449648,-0.27646063244465185
1752816046.768643,1.1752449577640125,-0.11468161589015984,1.957790248449648,-0.27646063244465185
1752816046.7721303,1.1945206133708428,-0.11816530227334127,1.9597973221358673,-0.2720447568263804
1752816046.7760508,1.1945206133708428,-0.11816530227334127,1.9597973221358673,-0.2720447568263804
1752816046.7807336,1.2138084160964615,-0.12169172049300907,1.9617089594683068,-0.2771149498981489
1752816046.784271,1.2138084160964615,-0.12169172049300907,1.9617089594683068,-0.2771149498981489
1752816046.7884881,1.2138084160964615,-0.12169172049300907,1.9617089594683068,-0.2771149498981489
1752816046.7925942,1.233102446400395,-0.12528720593273862,1.9635296984455888,-0.2726729391237281
1752816046.7968585,1.233102446400395,-0.12528720593273862,1.9635296984455888,-0.2726729391237281
1752816046.80469,1.252406555339882,-0.1289254085152381,1.965263861284501,-0.277709834396327
1752816046.8071148,1.252406555339882,-0.1289254085152381,1.965263861284501,-0.277709834396327
1752816046.808891,1.252406555339882,-0.1289254085152381,1.965263861284501,-0.277709834396327
1752816046.8124115,1.2717147629801455,-0.13263265130336194,1.966915564680423,-0.2732439808070895
1752816046.8165684,1.2717147629801455,-0.13263265130336194,1.966915564680423,-0.2732439808070895
1752816046.8221335,1.2910311507900467,-0.13638258501572023,1.968488729579869,-0.2782505823076948
1752816046.8246763,1.2910311507900467,-0.13638258501572023,1.968488729579869,-0.2782505823076948
1752816046.8290398,1.2910311507900467,-0.13638258501572023,1.968488729579869,-0.2782505823076948
1752816046.8385084,1.3103496702975268,-0.14020151835404582,1.9699870904883463,-0.2737629877891356
1752816046.8422298,1.3296746258459016,-0.14406310638020722,1.9714142043356255,-0.27874203474335385
1752816046.8444047,1.3296746258459016,-0.14406310638020722,1.9714142043356255,-0.27874203474335385
1752816046.8486001,1.3296746258459016,-0.14406310638020722,1.9714142043356255,-0.27874203474335385
1752816046.8525827,1.3489998930607587,-0.14799364149199104,1.9727734589194665,-0.27423462477597793
1752816046.85663,1.3489998930607587,-0.14799364149199104,1.9727734589194665,-0.27423462477597793
1752816046.8616855,1.3683299922911147,-0.15196678637617358,1.974068080947846,-0.27918861403050776
1752816046.867311,1.3683299922911147,-0.15196678637617358,1.974068080947846,-0.27918861403050776
1752816046.871507,1.3683299922911147,-0.15196678637617358,1.974068080947846,-0.27918861403050776
1752816046.8741274,1.3876587166013088,-0.15600881527180718,1.9753011436987757,-0.2746631510012988
1752816046.8765182,1.3876587166013088,-0.15600881527180718,1.9753011436987757,-0.2746631510012988
1752816046.8814445,1.4069907960842019,-0.16009340153056528,1.976475574315899,-0.27959435766729385
1752816046.8845499,1.4069907960842019,-0.16009340153056528,1.976475574315899,-0.27959435766729385
1752816046.8887835,1.4069907960842019,-0.16009340153056528,1.976475574315899,-0.27959435766729385
1752816046.8926244,1.426319935225071,-0.1642467994577235,1.977594160757178,-0.2750524534284161
1752816046.900355,1.426319935225071,-0.1642467994577235,1.977594160757178,-0.2750524534284161
1752816046.9029386,1.445651068149821,-0.16844269589030236,1.9786595584131743,-0.27996294987624354
1752816046.9049225,1.445651068149821,-0.16844269589030236,1.9786595584131743,-0.27996294987624354
1752816046.9087753,1.445651068149821,-0.16844269589030236,1.9786595584131743,-0.27996294987624354
1752816046.9129467,1.464977805328862,-0.17270732349726817,1.979674296410628,-0.2754060775493024
1752816046.917033,1.464977805328862,-0.17270732349726817,1.979674296410628,-0.2754060775493024
1752816046.9223974,1.484305279710691,-0.17701438522220853,1.9806407836163027,-0.28029775087492914
1752816046.9246018,1.484305279710691,-0.17701438522220853,1.9806407836163027,-0.28029775087492914
1752816046.9336503,1.5036270028434506,-0.18139009046141427,1.9815613143553474,-0.275727255908763
1752816046.9371352,1.5036270028434506,-0.18139009046141427,1.9815613143553474,-0.275727255908763
1752816046.9419994,1.5229483017420777,-0.1858081607056419,1.9824380738577507,-0.28060182398322414
1752816046.944629,1.5229483017420777,-0.1858081607056419,1.9824380738577507,-0.28060182398322414
1752816046.9487278,1.5229483017420777,-0.1858081607056419,1.9824380738577507,-0.28060182398322414
1752816046.952601,1.5422625846048035,-0.19029478050272014,1.9832731434458146,-0.27601893448096676
1752816046.956913,1.5422625846048035,-0.19029478050272014,1.9832731434458146,-0.27601893448096676
1752816046.9652393,1.5615753681693272,-0.19482369216758447,1.984068505474966,-0.2808779606867698
1752816046.967062,1.5615753681693272,-0.19482369216758447,1.984068505474966,-0.2808779606867698
1752816046.9688199,1.5615753681693272,-0.19482369216758447,1.984068505474966,-0.2808779606867698
1752816046.972397,1.5808799532919362,-0.19942105387944947,1.9848260480396314,-0.2762837970240154
1752816046.9763944,1.5808799532919362,-0.19942105387944947,1.9848260480396314,-0.2762837970240154
1752816046.9816432,1.6001820424638902,-0.20406063090639923,1.9855475694553468,-0.28112870377556476
1752816046.9843338,1.6001820424638902,-0.20406063090639923,1.9855475694553468,-0.28112870377556476
1752816046.9883952,1.6001820424638902,-0.20406063090639923,1.9855475694553468,-0.28112870377556476
1752816046.9965513,1.6194748256030562,-0.2087685535901182,1.986234782527745,-0.2765242875360912
