time,pos_x,pos_y,lin_vel_x
1754398181924249849,0.0,0.0,0.0
1754398181940435066,0.0,0.0,0.0
1754398181998015471,0.0012385942748103487,-1.2946066262560902e-08,0.10755191780669367
1754398182018967985,0.0042846232964194675,-8.399064543057989e-07,0.19597427870907236
1754398182036820110,0.009016007860304997,-4.799714531865111e-06,0.276187596268691
1754398182052458574,0.015276275853210355,-1.5042855968711796e-05,0.3489539898399255
1754398182071869519,0.022923474866043934,-3.528997029653223e-05,0.4149648243803161
1754398182093606582,0.031828820997686635,-6.958929007119726e-05,0.47484727921783854
1754398182112512881,0.04187447930203073,-0.000193015728088033,0.5291703069804063
1754398182132960085,0.05295241695996367,-0.0004979664229041797,0.5784500393043327
1754398182150624380,0.06496785761768106,-0.0008782406139316789,0.6231546906822374
1754398182166094364,0.07129994453425681,-0.0010828913968346052,0.6439256791123601
1754398182181486765,0.08456144395604154,-0.0015424144436037915,0.6825516377298164
1754398182196913239,0.09855780554963971,-0.002053294951144302,0.7175916010717517
1754398182212053486,0.1058096660867509,-0.0023345071727496084,0.7338721144128529
1754398182227399342,0.11322053986185297,-0.002616729205883117,0.7493784893445848
1754398182242906856,0.12848748384994732,-0.003234163303295812,0.7782143147765237
1754398182258186417,0.144302220350397,-0.0039070348054855205,0.8043730510832763
1754398182273273819,0.15239853661843072,-0.004271016182150118,0.8165271064763295
1754398182288670573,0.16894043566545275,-0.005029612587529262,0.8391289216102459
1754398182303789382,0.17737498924057873,-0.005424441386712426,0.8496303353597418
1754398182318725554,0.19454436845045286,-0.00627140123281911,0.869158879910109
1754398182334090766,0.2032695939365277,-0.006723869768163051,0.8782323691424464
1754398182349468842,0.22098018876102715,-0.007661636872450907,0.8951055295499663
1754398182365302025,0.22995731968030084,-0.008147097051149708,0.9029452555919284
1754398182380499712,0.2481345871400251,-0.009177622076556511,0.9175240963961471
1754398182395859715,0.26658655689800337,-0.010270957476706142,0.93074945223539
1754398182410579476,0.2759069272645274,-0.010847936998243095,0.9368943097536603
1754398182425800281,0.28528722460348044,-0.011427755230264467,0.9427469792969368
1754398182440412138,0.3042129792575102,-0.012648580961992614,0.9536306679736105
1754398182456194261,0.3233423813081653,-0.013933920558489703,0.9635039259044397
1754398182471494473,0.33297683237104575,-0.014607516951550489,0.9680913081997466
1754398182487061736,0.34265596133223086,-0.015284186877480775,0.9724605604669118
1754398182502125916,0.362136037390039,-0.016699726384710237,0.98058567005563
1754398182517746109,0.3817665493185451,-0.018180825596342456,0.9879564526155541
1754398182532699646,0.39163308646925726,-0.018952672923027294,0.9913811172657475
1754398182552827033,0.4114623009313626,-0.020532542166068753,0.9977496613291201
1754398182574313562,0.43140794338091876,-0.022178463588543414,1.0035269561461146
1754398182596071299,0.45145853426065374,-0.023890560185726464,1.0087678927040375
1754398182617416685,0.471603640819843,-0.02566891983216349,1.0135222659659617
1754398182638271341,0.4918337800706821,-0.027513599723132855,1.017835247980508
1754398182659502092,0.5121403307384672,-0.029424630419688805,1.0217478170685883
1754398182681915890,0.5325154533717726,-0.03140201951091119,1.0252971471648817
1754398182702821408,0.5631919791218535,-0.034485805982945365,1.0300129734891221
1754398182723568717,0.5837087489567075,-0.036628999815178066,1.0327949747491525
1754398182745238311,0.6042718219964324,-0.03883844276699751,1.0353186978011577
1754398182762779802,0.6248760714942386,-0.041114075060710964,1.0376081209350472
1754398182782030085,0.6455168285013573,-0.043455828165453125,1.039684996320333
1754398182800420935,0.6661925806249371,-0.045839821195453115,1.0415690566769167
1754398182819124898,0.686918706159554,-0.04809691674474376,1.0432782027587657
1754398182840855600,0.6972970897870134,-0.04919910768418808,1.0440723181896494
1754398182863299080,0.7284755249633533,-0.05252469994918196,1.0462351999618864
1754398182884752573,0.7492942274696536,-0.05475287404869699,1.0475111459789674
1754398182904508488,0.7701352219231362,-0.05700121719282104,1.0486686344469585
1754398182926256528,0.79099601346855,-0.05927165223562695,1.0497186628459634
1754398182947372285,0.8118744557225646,-0.061564791034942744,1.0506712076610583
1754398182968449185,0.8327686435127026,-0.06388077239548803,1.0515353191704457
1754398182991228493,0.85367686285879,-0.06621956842668487,1.0523192074335737
1754398183011393586,0.8745975630042658,-0.06858109631560791,1.0530303202962006
1754398183032646252,0.8955293374736117,-0.0709652588411258,1.053675414153552
1754398183056698030,0.9269457814728498,-0.07457701244658253,1.0545325197232145
1754398183077484125,0.9478999144982655,-0.07701734733054395,1.0550381508917168
1754398183093952311,0.9688611400481645,-0.07948000073424696,1.0554968397694307
1754398183109333828,0.9898285444680063,-0.08196489615168365,1.0559129444315731
1754398183124568126,1.0003134979296788,-0.08322238085347004,1.056106277895915
1754398183143469011,1.0212886298439081,-0.08574050851995862,1.0564658029333562
1754398183162685749,1.0422680024280662,-0.08828071199378691,1.0567919500267453
1754398183182749128,1.063250959943103,-0.09084293375049847,1.0570878179509469
1754398183203016238,1.084236905557747,-0.09342712076206014,1.057356217793673
1754398183225213840,1.105225295875637,-0.09603322413146638,1.0575996996640713
1754398183246905845,1.1262156359709818,-0.09866119875552405,1.0578205769217124
1754398183268282654,1.1472074748854393,-0.10131100301425873,1.0580209481561835
1754398183290762106,1.168200401543344,-0.10398259848508717,1.0582027171261184
1754398183312848086,1.1891940410464192,-0.10667594967989076,1.058367610847108
1754398183334293929,1.2206859720341094,-0.11074998382191333,1.0585866973025935
1754398183356373576,1.2416799682422912,-0.11349758687816086,1.0587159426889394
1754398183378241429,1.2626736042609323,-0.11626684126587515,1.0588331890631852
1754398183395641248,1.2836666306506044,-0.11905772197540489,1.0589395504015857
