time,pos_x,pos_y,lin_vel_x
1754413520928372196,0.0,0.0,0.0
1754413520947487532,0.0,0.0,0.0
1754413520967616460,4.467276180088519e-05,0.0,0.008934552360177041
1754413520989210838,0.0010978023416926364,1.01701649018801e-08,0.09532641125408524
1754413521010352237,0.004906330180973506,1.4613896742205531e-06,0.2855264112540852
1754413521032324715,0.012518836464314752,1.8454520648668116e-05,0.4757264112540851
1754413521055105076,0.02392478361618007,0.000453250519790056,0.665926411254085
1754413521077165802,0.04793025391367435,0.0021787036323009826,0.9183871192483605
1754413521098406734,0.06762958979422709,0.003835735427742693,1.0752032286768962
1754413521120972955,0.09093891268532489,0.005960954498559512,1.2654032286768961
1754413521139291483,0.1327324987633978,0.01014753874965571,1.520549047191085
1754413521155486604,0.14819061334337133,0.011832882292279006,1.5893973529858116
1754413521170839467,0.18040362773616617,0.015591943933260596,1.6530088682672055
1754413521186749021,0.1964451786046201,0.017599720378669692,1.5803394726532305
1754413521202509448,0.22642745082416157,0.021657563012461894,1.4278343759219458
1754413521218455524,0.25326661763428654,0.02565327213782586,1.2952149980531507
1754413521234035186,0.26581489669522684,0.027673257603046647,1.2467577614159493
1754413521250133126,0.28966064556996585,0.03176911814305688,1.177257608964658
1754413521266488397,0.30117100638608507,0.03386637452576721,1.1627210472517413
1754413521283718352,0.3238590966351457,0.03824133502973037,1.1566142221380284
1754413521299305487,0.3468500018278666,0.04294735313889498,1.1897513432377043
1754413521315177251,0.3586408750908187,0.04546180727689009,1.2214521313199718
1754413521330958696,0.38312970004171554,0.050858651911533354,1.290573682040415
1754413521347065159,0.39597440673222845,0.05377888884230861,1.3439254798787468
1754413521362415088,0.42305275738724474,0.06014584413464674,1.4299741391308642
1754413521378204343,0.4513909955039136,0.0671101621642776,1.4792747226280205
1754413521394068583,0.4655330355878624,0.07071726645902532,1.4396929134509586
1754413521409175889,0.49261601750184547,0.07786723695602467,1.3472531623485071
1754413521424393242,0.5053290249512916,0.081309042858135,1.2868816309198698
1754413521439816403,0.5292410846091196,0.08784654254791062,1.195075254498618
1754413521455222511,0.5405818060963842,0.09100636622372434,1.1594673788342604
1754413521471536781,0.5623529785987278,0.09721225182312587,1.1069518138966001
1754413521487140556,0.5729152906647228,0.10020306323573908,1.0885669687011679
1754413521503558401,0.5935904093723444,0.10610580599686756,1.0643238229120024
1754413521519282453,0.6139008671329022,0.11198893066472032,1.0512536085641628
1754413521537923715,0.6239878475104293,0.11495595507593988,1.0516070479743753
1754413521559103199,0.6441528150674396,0.12095345232778146,1.0521087385051693
1754413521578763274,0.6642898767027314,0.12705172498521733,1.0519265944988947
1754413521600226727,0.6843834246768323,0.13324715839149126,1.0508346265826345
1754413521620767823,0.7044173847060251,0.13953504613290957,1.0490210673032156
1754413521640023888,0.7243744389419132,0.14590972156548268,1.046176808348314
1754413521660415452,0.7442597085422153,0.15237228538070033,1.0448063667762917
1754413521681404314,0.7640856536455085,0.15892620399811971,1.0433874672168768
1754413521701753637,0.7936698776149381,0.1689055131947179,1.0377949532514676
1754413521721808637,0.8132566086016877,0.17565468141208718,1.0336834237518209
1754413521742390743,0.8327348487066697,0.1824759173087318,1.0302541149710078
1754413521762983081,0.8521271631484555,0.18937596909040524,1.028476613503737
1754413521783929746,0.8714627692332856,0.19636426489740005,1.0273122500612595
1754413521804555384,0.8907412076068398,0.2034401216677883,1.0265026028522166
1754413521826691444,0.9099768803415171,0.2106083728506358,1.0263827470228928
1754413521847670325,0.9291782663988601,0.2178719701160604,1.0266574508821862
1754413521869374998,0.9483514398256466,0.22523315176822334,1.0271100701049103
1754413521890823044,0.9675023538214875,0.2326943120976379,1.0281803111622614
1754413521911214802,0.9866382667142692,0.24025844836366717,1.0294728070061236
1754413521932692065,1.0057568784582904,0.2479249334843887,1.0303636799880964
1754413521955580271,1.0343810456893492,0.25961598885989423,1.0308454214760066
1754413521976863857,1.0534197341391567,0.2675247735515841,1.0305690055020629
1754413521997919996,1.0724609004312982,0.27540622509131774,1.030411062094867
1754413522019732223,1.0915230224872996,0.2832432858252373,1.0306168416318644
1754413522041897953,1.1105890978809037,0.2911048467653605,1.0316983941961693
1754413522062668833,1.1392506272709293,0.30302867501417735,1.0406571792687374
1754413522083596876,1.158557541640977,0.311134298381556,1.054790976653792
1754413522104629396,1.1781449963079882,0.3194244235244214,1.07321625401707
1754413522125030949,1.198090743544929,0.32793535975725974,1.0979497626951134
1754413522143096292,1.2185491630441894,0.3367370007958075,1.1319390753548249
1754413522162023901,1.2396589231086221,0.3458940626135654,1.1686465216723076
1754413522182344163,1.261489587716492,0.35544290901767006,1.2135773666688403
1754413522203322328,1.2842709573911677,0.36549153620224645,1.2814548191813158
1754413522223524493,1.3084124540422588,0.37623011040507154,1.365666648639739
1754413522245043465,1.33414416651485,0.3877737893095105,1.4539403006555771
1754413522263127455,1.3613586281683805,0.4000914525665887,1.529779043795374
1754413522279386620,1.3898464789792744,0.4129696714102202,1.5978215565545644
1754413522294683286,1.4045702436900507,0.4195961056824545,1.631413340137826
1754413522310538663,1.434982119452191,0.4332429901919206,1.7084643143191847
1754413522325990205,1.4508415526969842,0.44035280335682114,1.7675743880794164
1754413522342097771,1.4842939874732877,0.4553771753862963,1.918973777832349
1754413522357393011,1.5210339604295655,0.47189295859909863,2.109173777832349
1754413522372996865,1.5407263892674754,0.48068806270413694,2.204273777832349
1754413522388196016,1.5612975523960506,0.48984765714299877,2.299373777832349
1754413522404080564,1.6050862177382443,0.5092371873295779,2.489573777832349
