-39.7028,-1.5270,1.0781,1.0781
-39.2391,-2.2225,1.1073,1.1073
-38.7174,-2.9180,1.0936,1.0936
-38.1958,-3.6136,1.0936,1.0936
-37.7321,-4.3091,1.0687,1.0687
-37.2105,-5.0046,1.0936,1.0936
-36.7468,-5.7001,1.0936,1.0936
-36.3411,-6.3956,1.0936,1.0936
-35.9933,-7.0912,1.0890,1.0890
-35.6456,-7.7867,1.0890,1.0890
-35.1819,-8.4822,1.0781,1.0781
-34.5443,-9.0038,1.0656,1.0656
-33.8488,-9.0618,1.0497,1.0497
-33.1533,-8.9459,1.0997,1.0997
-32.4578,-8.7720,1.0828,1.0828
-31.7622,-8.5981,1.0687,1.0687
-31.0667,-8.3663,1.0997,1.0997
-30.3712,-8.1924,1.0997,1.0997
-29.6757,-8.0185,1.0828,1.0828
-28.9802,-7.8446,1.0687,1.0687
-28.2846,-7.6128,1.0828,1.0828
-27.5891,-7.4389,1.0997,1.0997
-26.8936,-7.2650,1.0997,1.0997
-26.1981,-7.0912,1.0828,1.0828
-25.5026,-6.9173,1.0687,1.0687
-24.8070,-6.6854,1.0997,1.0997
-24.1115,-6.5116,1.0997,1.0997
-23.4160,-6.3377,1.0828,1.0828
-22.7205,-6.1638,1.0687,1.0687
-22.0250,-5.9320,1.0828,1.0828
-21.3294,-5.7581,1.0997,1.0997
-20.6339,-5.5842,1.0828,1.0828
-19.9384,-5.4103,1.0828,1.0828
-19.2429,-5.1785,1.0828,1.0828
-18.5474,-5.0046,1.0997,1.0997
-17.8518,-4.8307,1.0997,1.0997
-17.1563,-4.6568,1.0828,1.0828
-16.4608,-4.4830,1.0687,1.0687
-15.7653,-4.2511,1.0997,1.0997
-15.0698,-4.0772,1.0997,1.0997
-14.3742,-3.9034,1.0828,1.0828
-13.6787,-3.7295,1.0687,1.0687
-12.9832,-3.4976,1.0828,1.0828
-12.2877,-3.3238,1.0997,1.0997
-11.5922,-3.1499,1.0828,1.0828
-10.8966,-2.9760,1.0828,1.0828
-10.2011,-2.8021,1.0656,1.0656
-9.5056,-2.5703,1.0997,1.0997
-8.8101,-2.3964,1.0997,1.0997
-8.1146,-2.2225,1.0828,1.0828
-7.4190,-2.0486,1.0687,1.0687
-6.7235,-1.8168,1.0828,1.0828
-6.0280,-1.6429,1.0997,1.0997
-5.3325,-1.4690,1.0828,1.0828
-4.6370,-1.2952,1.0687,1.0687
-3.9414,-1.1213,1.0656,1.0656
-3.2459,-0.8894,1.0997,1.0997
-2.5504,-0.7156,1.0997,1.0997
-1.8549,-0.5417,1.0828,1.0828
-1.1594,-0.3678,1.0687,1.0687
-0.4638,-0.1360,1.0997,1.0997
0.2317,0.0379,1.0997,1.0997
0.9272,0.2118,1.0828,1.0828
1.6227,0.3857,1.0687,1.0687
2.3182,0.6175,1.0828,1.0828
3.0138,0.7914,1.0997,1.0997
3.7093,0.9653,1.0828,1.0828
4.4048,1.1392,1.0828,1.0828
5.1003,1.3130,1.0656,1.0656
5.7958,1.5449,1.0997,1.0997
6.4914,1.7188,1.0997,1.0997
7.1869,1.8926,1.0828,1.0828
7.8824,2.0665,1.0687,1.0687
8.5779,2.2984,1.0997,1.0997
9.2734,2.4722,1.0997,1.0997
9.9690,2.6461,1.0828,1.0828
10.6645,2.8200,1.0687,1.0687
11.3600,3.0518,1.0828,1.0828
12.0555,3.2257,1.0997,1.0997
12.7510,3.3996,1.0997,1.0997
13.4466,3.5735,1.0828,1.0828
14.1421,3.7474,1.0687,1.0687
14.8376,3.9212,1.0577,1.0577
15.5331,4.1531,1.0997,1.0997
16.2286,4.3849,1.0890,1.0890
16.9242,4.6747,1.0890,1.0890
17.6197,5.0225,1.0890,1.0890
18.3152,5.3702,1.0890,1.0890
19.0107,5.7760,1.0890,1.0890
19.7062,6.1237,1.0890,1.0890
