# x_m,y_m,w_tr_right_m,w_tr_left_m
85.6789,21.6533,1.0296,1.0296
85.7597,21.7342,1.0296,1.0296
85.8406,21.8151,1.0135,1.0135
85.9215,21.8151,0.9874,0.9874
86.0024,21.8960,1.0135,1.0135
86.0833,21.9768,1.0296,1.0296
86.1642,22.0577,1.0296,1.0296
86.2451,22.1386,1.0296,1.0296
86.3260,22.2195,1.0296,1.0296
86.4069,22.3004,1.0296,1.0296
86.4878,22.3813,1.0296,1.0296
86.5686,22.4622,1.0296,1.0296
86.6495,22.5431,1.0296,1.0296
86.7304,22.6240,1.0296,1.0296
86.8113,22.7049,1.0296,1.0296
86.8922,22.7857,1.0296,1.0296
86.9731,22.8666,1.0296,1.0296
87.0540,22.9475,1.0296,1.0296
87.1349,23.0284,1.0296,1.0296
87.2158,23.1093,1.0135,1.0135
87.2158,23.1902,0.9874,0.9874
87.2967,23.2711,1.0135,1.0135
87.3775,23.3520,1.0296,1.0296
87.4584,23.4329,1.0296,1.0296
87.5393,23.5138,1.0296,1.0296
87.6202,23.5946,1.0296,1.0296
87.7011,23.6755,1.0135,1.0135
87.7011,23.7564,0.9874,0.9874
87.7820,23.8373,1.0135,1.0135
87.8629,23.9182,1.0296,1.0296
87.9438,23.9991,1.0135,1.0135
88.0247,24.0800,0.9874,0.9874
88.0247,24.1609,0.9874,0.9874
88.1056,24.2418,1.0135,1.0135
88.1864,24.3227,0.9874,0.9874
88.1864,24.4035,0.9874,0.9874
88.2673,24.4844,1.0135,1.0135
88.3482,24.5653,0.9874,0.9874
88.3482,24.6462,0.9874,0.9874
88.4291,24.7271,1.0135,1.0135
88.4291,24.8080,0.9774,0.9774
88.5100,24.8889,1.0135,1.0135
88.5909,24.9698,1.0135,1.0135
88.5909,25.0507,0.9874,0.9874
88.6718,25.1316,1.0135,1.0135
88.7527,25.2124,1.0135,1.0135
88.7527,25.2933,0.9874,0.9874
88.8336,25.3742,1.0135,1.0135
88.9145,25.4551,1.0296,1.0296
88.9953,25.5360,1.0135,1.0135
88.9953,25.6169,0.9874,0.9874
89.0762,25.6978,1.0135,1.0135
89.1571,25.7787,1.0296,1.0296
89.2380,25.8596,1.0296,1.0296
89.3189,25.9405,1.0296,1.0296
89.3998,26.0213,1.0296,1.0296
89.4807,26.1022,1.0296,1.0296
89.5616,26.1831,1.0135,1.0135
89.6425,26.1831,0.9874,0.9874
89.7234,26.2640,1.0135,1.0135
89.8042,26.3449,1.0296,1.0296
89.8851,26.4258,1.0135,1.0135
89.9660,26.4258,0.9874,0.9874
90.0469,26.5067,1.0135,1.0135
90.1278,26.5067,0.9774,0.9774
90.2087,26.5876,1.0135,1.0135
90.2896,26.6685,1.0006,1.0006
90.3705,26.6685,1.0135,1.0135
90.4514,26.6685,0.9774,0.9774
90.5323,26.7494,1.0135,1.0135
90.6131,26.7494,0.9774,0.9774
90.6940,26.7494,0.9468,0.9468
90.7749,26.8302,1.0006,1.0006
90.8558,26.8302,0.9841,0.9841
90.9367,26.8302,0.9740,0.9740
91.0176,26.9111,1.0232,1.0232
91.0985,26.9111,1.0006,1.0006
91.1794,26.9111,0.9841,0.9841
91.2603,26.9111,0.9740,0.9740
91.3412,26.9111,0.9707,0.9707
91.4220,26.9111,0.9468,0.9468
91.5029,26.9920,1.0006,1.0006
91.5838,26.9920,0.9841,0.9841
91.6647,26.9920,0.9740,0.9740
91.7456,26.9920,0.9707,0.9707
91.8265,26.9920,0.9707,0.9707
91.9074,26.9920,0.9707,0.9707
91.9883,26.9920,0.9707,0.9707
92.0692,26.9920,0.9707,0.9707
92.1501,26.9920,0.9707,0.9707
92.2309,26.9920,0.9707,0.9707
92.3118,26.9920,0.9707,0.9707
92.3927,26.9920,0.9707,0.9707
92.4736,26.9920,0.9707,0.9707
92.5545,26.9920,0.9707,0.9707
92.6354,26.9920,0.9707,0.9707
92.7163,26.9920,0.9707,0.9707
92.7972,26.9920,0.9707,0.9707
92.8781,26.9920,0.9707,0.9707
92.9590,26.9920,0.9707,0.9707
93.0398,26.9920,0.9707,0.9707
93.1207,26.9920,0.9740,0.9740
93.2016,26.9920,0.9841,0.9841
93.2825,26.9111,0.9223,0.9223
93.3634,26.9111,0.9468,0.9468
93.4443,26.9111,0.9740,0.9740
93.5252,26.9111,0.9841,0.9841
93.6061,26.9111,1.0006,1.0006
93.6870,26.9111,1.0232,1.0232
93.7679,26.8302,0.9774,0.9774
93.8487,26.8302,1.0006,1.0006
93.9296,26.8302,1.0232,1.0232
94.0105,26.7494,0.9774,0.9774
94.0914,26.7494,1.0006,1.0006
94.1723,26.6685,0.9468,0.9468
94.2532,26.6685,0.9774,0.9774
94.3341,26.6685,1.0135,1.0135
94.4150,26.5876,0.9774,0.9774
94.4959,26.5876,1.0135,1.0135
94.5768,26.5067,0.9774,0.9774
94.6576,26.5067,1.0135,1.0135
94.7385,26.4258,0.9874,0.9874
94.8194,26.4258,0.9874,0.9874
94.9003,26.3449,1.0135,1.0135
94.9812,26.2640,0.9874,0.9874
95.0621,26.2640,0.9874,0.9874
95.1430,26.1831,1.0135,1.0135
95.2239,26.1022,1.0296,1.0296
95.3048,26.0213,1.0296,1.0296
95.3857,25.9405,1.0296,1.0296
95.4665,25.8596,1.0296,1.0296
95.5474,25.7787,1.0296,1.0296
95.6283,25.6978,1.0296,1.0296
95.7092,25.6169,1.0296,1.0296
95.7901,25.5360,1.0296,1.0296
95.8710,25.4551,1.0135,1.0135
95.8710,25.3742,0.9874,0.9874
95.9519,25.2933,1.0135,1.0135
96.0328,25.2124,1.0135,1.0135
96.0328,25.1316,0.9874,0.9874
96.1137,25.0507,1.0135,1.0135
96.1946,24.9698,1.0135,1.0135
96.1946,24.8889,0.9874,0.9874
96.2754,24.8080,1.0135,1.0135
96.2754,24.7271,0.9774,0.9774
96.3563,24.6462,1.0135,1.0135
96.3563,24.5653,0.9774,0.9774
96.4372,24.4844,1.0135,1.0135
96.5181,24.4035,1.0135,1.0135
96.5181,24.3227,0.9874,0.9874
96.5990,24.2418,1.0135,1.0135
96.6799,24.1609,0.9874,0.9874
96.6799,24.0800,0.9874,0.9874
96.7608,23.9991,1.0135,1.0135
96.8417,23.9182,1.0296,1.0296
96.9226,23.8373,1.0135,1.0135
97.0035,23.7564,0.9874,0.9874
97.0843,23.7564,1.0135,1.0135
97.1652,23.6755,1.0135,1.0135
97.2461,23.5946,0.9774,0.9774
97.3270,23.5946,1.0135,1.0135
97.4079,23.5138,0.9874,0.9874
97.4888,23.5138,1.0135,1.0135
97.5697,23.5138,0.9774,0.9774
97.6506,23.4329,1.0006,1.0006
97.7315,23.4329,1.0006,1.0006
97.8124,23.4329,0.9841,0.9841
97.8932,23.4329,0.9740,0.9740
97.9741,23.3520,1.0006,1.0006
98.0550,23.3520,1.0232,1.0232
98.1359,23.3520,1.0006,1.0006
98.2168,23.3520,0.9841,0.9841
98.2977,23.3520,0.9740,0.9740
98.3786,23.3520,0.9707,0.9707
98.4595,23.3520,0.9707,0.9707
98.5404,23.3520,0.9707,0.9707
98.6213,23.3520,0.9707,0.9707
98.7021,23.3520,0.9740,0.9740
98.7830,23.3520,0.9841,0.9841
98.8639,23.3520,1.0006,1.0006
98.9448,23.3520,1.0232,1.0232
99.0257,23.3520,1.0232,1.0232
99.1066,23.3520,1.0006,1.0006
99.1875,23.3520,0.9841,0.9841
99.2684,23.3520,0.9740,0.9740
99.3493,23.4329,0.9841,0.9841
99.4302,23.4329,1.0006,1.0006
99.5110,23.4329,1.0006,1.0006
99.5919,23.4329,0.9841,0.9841
99.6728,23.5138,0.9841,0.9841
99.7537,23.5138,1.0006,1.0006
99.8346,23.5138,1.0006,1.0006
99.9155,23.5138,0.9841,0.9841
99.9964,23.5946,0.9841,0.9841
100.0773,23.5946,1.0006,1.0006
100.1582,23.5946,1.0006,1.0006
100.2391,23.5946,0.9841,0.9841
100.3199,23.6755,1.0006,1.0006
100.4008,23.6755,1.0232,1.0232
100.4817,23.6755,1.0006,1.0006
100.5626,23.6755,0.9841,0.9841
100.6435,23.7564,1.0006,1.0006
100.7244,23.7564,1.0232,1.0232
100.8053,23.7564,1.0006,1.0006
100.8862,23.7564,0.9841,0.9841
100.9671,23.7564,0.9740,0.9740
101.0480,23.8373,1.0006,1.0006
101.1288,23.8373,1.0006,1.0006
101.2097,23.8373,0.9841,0.9841
101.2906,23.8373,0.9740,0.9740
101.3715,23.9182,1.0006,1.0006
101.4524,23.9182,1.0232,1.0232
101.5333,23.9182,1.0006,1.0006
101.6142,23.9182,0.9841,0.9841
101.6951,23.9182,0.9740,0.9740
101.7760,23.9991,1.0006,1.0006
101.8569,23.9991,1.0006,1.0006
101.9377,23.9991,0.9841,0.9841
102.0186,23.9991,0.9740,0.9740
102.0995,24.0800,1.0006,1.0006
102.1804,24.0800,1.0232,1.0232
102.2613,24.0800,1.0006,1.0006
102.3422,24.0800,0.9841,0.9841
102.4231,24.0800,0.9740,0.9740
102.5040,24.1609,1.0006,1.0006
102.5849,24.1609,1.0006,1.0006
102.6658,24.1609,0.9841,0.9841
102.7466,24.1609,0.9740,0.9740
102.8275,24.2418,1.0006,1.0006
102.9084,24.2418,1.0232,1.0232
102.9893,24.2418,1.0006,1.0006
103.0702,24.2418,0.9841,0.9841
103.1511,24.3227,1.0006,1.0006
103.2320,24.3227,1.0232,1.0232
103.3129,24.3227,1.0006,1.0006
103.3938,24.3227,0.9841,0.9841
103.4747,24.3227,0.9740,0.9740
103.5555,24.4035,1.0006,1.0006
103.6364,24.4035,1.0006,1.0006
103.7173,24.4035,0.9841,0.9841
103.7982,24.4035,0.9740,0.9740
103.8791,24.4844,1.0006,1.0006
103.9600,24.4844,1.0232,1.0232
104.0409,24.4844,1.0006,1.0006
104.1218,24.4844,0.9841,0.9841
104.2027,24.4844,0.9740,0.9740
104.2836,24.5653,1.0006,1.0006
104.3644,24.5653,1.0006,1.0006
104.4453,24.5653,0.9841,0.9841
104.5262,24.5653,0.9740,0.9740
104.6071,24.6462,1.0006,1.0006
104.6880,24.6462,1.0232,1.0232
104.7689,24.6462,1.0006,1.0006
104.8498,24.6462,0.9841,0.9841
104.9307,24.7271,1.0006,1.0006
105.0116,24.7271,1.0232,1.0232
105.0925,24.7271,1.0006,1.0006
105.1733,24.7271,0.9841,0.9841
105.2542,24.7271,0.9740,0.9740
105.3351,24.8080,1.0006,1.0006
105.4160,24.8080,1.0006,1.0006
105.4969,24.8080,0.9841,0.9841
105.5778,24.8080,0.9740,0.9740
105.6587,24.8889,1.0006,1.0006
105.7396,24.8889,1.0232,1.0232
105.8205,24.8889,1.0006,1.0006
105.9014,24.8889,0.9841,0.9841
105.9822,24.8889,0.9740,0.9740
106.0631,24.9698,1.0006,1.0006
106.1440,24.9698,1.0006,1.0006
106.2249,24.9698,0.9841,0.9841
106.3058,24.9698,0.9740,0.9740
106.3867,25.0507,1.0006,1.0006
106.4676,25.0507,1.0232,1.0232
106.5485,25.0507,1.0006,1.0006
106.6294,25.0507,0.9841,0.9841
106.7103,25.1316,1.0006,1.0006
106.7911,25.1316,1.0232,1.0232
106.8720,25.1316,1.0006,1.0006
106.9529,25.1316,0.9841,0.9841
107.0338,25.1316,0.9740,0.9740
107.1147,25.2124,1.0006,1.0006
107.1956,25.2124,1.0006,1.0006
107.2765,25.2124,0.9841,0.9841
107.3574,25.2124,0.9740,0.9740
107.4383,25.2933,1.0006,1.0006
107.5192,25.2933,1.0232,1.0232
107.6000,25.2933,1.0006,1.0006
107.6809,25.2933,0.9841,0.9841
107.7618,25.2933,0.9740,0.9740
107.8427,25.3742,1.0006,1.0006
107.9236,25.3742,1.0006,1.0006
108.0045,25.3742,0.9841,0.9841
108.0854,25.3742,0.9740,0.9740
108.1663,25.4551,1.0006,1.0006
108.2472,25.4551,1.0232,1.0232
108.3281,25.4551,1.0006,1.0006
108.4089,25.4551,0.9841,0.9841
108.4898,25.5360,1.0006,1.0006
108.5707,25.5360,1.0232,1.0232
108.6516,25.5360,1.0006,1.0006
108.7325,25.5360,0.9841,0.9841
108.8134,25.5360,0.9740,0.9740
108.8943,25.6169,1.0006,1.0006
108.9752,25.6169,1.0006,1.0006
109.0561,25.6169,0.9841,0.9841
109.1370,25.6169,0.9740,0.9740
109.2178,25.6978,1.0006,1.0006
109.2987,25.6978,1.0232,1.0232
109.3796,25.6978,1.0006,1.0006
109.4605,25.6978,0.9841,0.9841
109.5414,25.6978,0.9740,0.9740
109.6223,25.7787,1.0006,1.0006
109.7032,25.7787,1.0006,1.0006
109.7841,25.7787,0.9841,0.9841
109.8650,25.7787,0.9740,0.9740
109.9459,25.8596,1.0006,1.0006
110.0267,25.8596,1.0232,1.0232
110.1076,25.8596,1.0006,1.0006
110.1885,25.8596,0.9841,0.9841
110.2694,25.9405,1.0006,1.0006
110.3503,25.9405,1.0232,1.0232
110.4312,25.9405,1.0006,1.0006
110.5121,25.9405,0.9841,0.9841
110.5930,25.9405,0.9740,0.9740
110.6739,26.0213,1.0006,1.0006
110.7548,26.0213,1.0006,1.0006
110.8356,26.0213,0.9841,0.9841
110.9165,26.0213,0.9740,0.9740
110.9974,26.1022,1.0006,1.0006
111.0783,26.1022,1.0232,1.0232
111.1592,26.1022,1.0006,1.0006
111.2401,26.1022,0.9841,0.9841
111.3210,26.1831,1.0006,1.0006
111.4019,26.1831,1.0232,1.0232
111.4828,26.1831,1.0006,1.0006
111.5637,26.1831,0.9841,0.9841
111.6445,26.2640,0.9841,0.9841
111.7254,26.2640,1.0006,1.0006
111.8063,26.2640,1.0006,1.0006
111.8872,26.3449,0.9774,0.9774
111.9681,26.3449,1.0006,1.0006
112.0490,26.3449,1.0135,1.0135
112.1299,26.3449,0.9774,0.9774
112.2108,26.4258,1.0135,1.0135
112.2917,26.4258,1.0006,1.0006
112.3726,26.5067,1.0135,1.0135
112.4534,26.5067,1.0135,1.0135
112.5343,26.5876,1.0135,1.0135
112.6152,26.5876,0.9874,0.9874
112.6961,26.6685,1.0135,1.0135
112.7770,26.7494,1.0296,1.0296
112.8579,26.8302,1.0296,1.0296
112.9388,26.9111,1.0296,1.0296
113.0197,26.9920,1.0296,1.0296
113.1006,27.0729,1.0296,1.0296
113.1815,27.1538,1.0296,1.0296
113.2623,27.2347,1.0296,1.0296
113.3432,27.3156,1.0296,1.0296
113.4241,27.3965,1.0296,1.0296
113.5050,27.4774,1.0296,1.0296
113.5859,27.5583,1.0296,1.0296
113.6668,27.6391,1.0135,1.0135
113.6668,27.7200,0.9874,0.9874
113.7477,27.8009,1.0135,1.0135
113.8286,27.8818,1.0296,1.0296
113.9095,27.9627,1.0296,1.0296
113.9904,28.0436,1.0135,1.0135
113.9904,28.1245,0.9874,0.9874
114.0712,28.2054,1.0135,1.0135
114.1521,28.2863,1.0296,1.0296
114.2330,28.3672,1.0135,1.0135
114.3139,28.4480,0.9874,0.9874
114.3139,28.5289,0.9874,0.9874
114.3948,28.6098,1.0135,1.0135
114.4757,28.6907,1.0296,1.0296
114.5566,28.7716,1.0296,1.0296
114.6375,28.8525,1.0135,1.0135
114.6375,28.9334,0.9874,0.9874
114.7184,29.0143,1.0135,1.0135
114.7993,29.0952,1.0296,1.0296
114.8801,29.1761,1.0296,1.0296
114.9610,29.2569,1.0135,1.0135
114.9610,29.3378,0.9874,0.9874
115.0419,29.4187,1.0135,1.0135
115.1228,29.4996,1.0296,1.0296
115.2037,29.5805,1.0296,1.0296
115.2846,29.6614,1.0135,1.0135
115.3655,29.7423,0.9874,0.9874
115.3655,29.8232,0.9874,0.9874
115.4464,29.9041,1.0135,1.0135
115.5273,29.9850,1.0296,1.0296
115.6082,30.0658,1.0135,1.0135
115.6890,30.1467,0.9874,0.9874
115.6890,30.2276,0.9874,0.9874
115.7699,30.3085,1.0135,1.0135
115.8508,30.3894,1.0296,1.0296
115.9317,30.4703,1.0135,1.0135
116.0126,30.5512,0.9874,0.9874
116.0126,30.6321,0.9874,0.9874
116.0935,30.7130,1.0135,1.0135
116.1744,30.7939,1.0296,1.0296
116.2553,30.8747,1.0135,1.0135
116.3362,30.9556,0.9874,0.9874
116.3362,31.0365,0.9874,0.9874
116.4171,31.1174,1.0135,1.0135
116.4979,31.1983,1.0296,1.0296
116.5788,31.2792,1.0296,1.0296
116.6597,31.3601,1.0135,1.0135
116.6597,31.4410,0.9874,0.9874
116.7406,31.5219,1.0135,1.0135
116.8215,31.6028,1.0296,1.0296
116.9024,31.6836,1.0296,1.0296
116.9833,31.7645,1.0135,1.0135
116.9833,31.8454,0.9874,0.9874
117.0642,31.9263,1.0135,1.0135
117.1451,32.0072,1.0296,1.0296
117.2260,32.0881,1.0296,1.0296
117.3068,32.1690,1.0135,1.0135
117.3877,32.2499,0.9874,0.9874
117.3877,32.3308,0.9874,0.9874
117.4686,32.4117,1.0135,1.0135
117.5495,32.4925,1.0296,1.0296
117.6304,32.5734,1.0135,1.0135
117.7113,32.6543,0.9874,0.9874
117.7113,32.7352,0.9874,0.9874
117.7922,32.8161,1.0135,1.0135
117.8731,32.8970,1.0296,1.0296
117.9540,32.9779,1.0135,1.0135
118.0349,33.0588,0.9874,0.9874
118.0349,33.1397,0.9874,0.9874
118.1157,33.2206,1.0135,1.0135
118.1966,33.3014,1.0296,1.0296
118.2775,33.3823,1.0135,1.0135
118.3584,33.4632,0.9874,0.9874
118.3584,33.5441,0.9874,0.9874
118.4393,33.6250,1.0135,1.0135
118.5202,33.7059,1.0296,1.0296
118.6011,33.7868,1.0296,1.0296
118.6820,33.8677,1.0135,1.0135
118.6820,33.9486,0.9874,0.9874
118.7629,34.0295,1.0135,1.0135
118.8438,34.1103,1.0296,1.0296
118.9246,34.1912,1.0296,1.0296
119.0055,34.2721,1.0135,1.0135
119.0055,34.3530,0.9874,0.9874
119.0864,34.4339,1.0135,1.0135
119.1673,34.5148,1.0296,1.0296
119.2482,34.5957,1.0296,1.0296
119.3291,34.6766,1.0135,1.0135
119.4100,34.7575,0.9874,0.9874
119.4100,34.8384,0.9874,0.9874
119.4909,34.9192,1.0135,1.0135
119.5718,35.0001,1.0296,1.0296
119.6527,35.0810,1.0135,1.0135
119.7335,35.1619,0.9874,0.9874
119.7335,35.2428,0.9874,0.9874
119.8144,35.3237,1.0135,1.0135
119.8953,35.4046,1.0296,1.0296
119.9762,35.4855,1.0135,1.0135
120.0571,35.5664,0.9874,0.9874
120.0571,35.6473,0.9874,0.9874
120.1380,35.7281,1.0135,1.0135
120.2189,35.8090,1.0296,1.0296
120.2998,35.8899,1.0296,1.0296
120.3807,35.9708,1.0135,1.0135
120.3807,36.0517,0.9874,0.9874
120.4616,36.1326,1.0135,1.0135
120.5424,36.2135,1.0296,1.0296
120.6233,36.2944,1.0296,1.0296
120.7042,36.3753,1.0135,1.0135
120.7042,36.4562,0.9874,0.9874
120.7851,36.5370,1.0135,1.0135
120.8660,36.6179,1.0296,1.0296
120.9469,36.6988,1.0296,1.0296
121.0278,36.7797,1.0135,1.0135
121.0278,36.8606,0.9874,0.9874
121.1087,36.9415,1.0135,1.0135
121.1896,37.0224,1.0296,1.0296
121.2705,37.1033,1.0296,1.0296
121.3513,37.1842,1.0135,1.0135
121.4322,37.2651,0.9874,0.9874
121.4322,37.3459,0.9874,0.9874
121.5131,37.4268,1.0135,1.0135
121.5940,37.5077,1.0296,1.0296
121.6749,37.5886,1.0135,1.0135
121.7558,37.6695,0.9874,0.9874
121.7558,37.7504,0.9874,0.9874
121.8367,37.8313,1.0135,1.0135
121.9176,37.9122,1.0296,1.0296
121.9985,37.9931,1.0135,1.0135
122.0794,38.0740,0.9874,0.9874
122.0794,38.1548,0.9874,0.9874
122.1602,38.2357,1.0135,1.0135
122.2411,38.3166,1.0296,1.0296
122.3220,38.3975,1.0296,1.0296
122.4029,38.4784,1.0135,1.0135
122.4029,38.5593,0.9874,0.9874
122.4838,38.6402,1.0135,1.0135
122.5647,38.7211,1.0296,1.0296
122.6456,38.8020,1.0296,1.0296
122.7265,38.8829,1.0135,1.0135
122.7265,38.9637,0.9874,0.9874
122.8074,39.0446,1.0135,1.0135
122.8883,39.1255,1.0296,1.0296
122.9691,39.2064,1.0296,1.0296
123.0500,39.2873,1.0135,1.0135
123.1309,39.3682,0.9874,0.9874
123.1309,39.4491,0.9874,0.9874
123.2118,39.5300,1.0135,1.0135
123.2927,39.6109,1.0296,1.0296
123.3736,39.6918,1.0135,1.0135
123.4545,39.7726,0.9874,0.9874
123.4545,39.8535,0.9874,0.9874
123.5354,39.9344,1.0135,1.0135
123.6163,40.0153,1.0296,1.0296
123.6972,40.0962,1.0135,1.0135
123.7780,40.1771,0.9874,0.9874
123.7780,40.2580,0.9874,0.9874
123.8589,40.3389,1.0135,1.0135
123.9398,40.4198,1.0296,1.0296
124.0207,40.5007,1.0135,1.0135
124.1016,40.5815,0.9874,0.9874
124.1016,40.6624,0.9874,0.9874
124.1825,40.7433,1.0135,1.0135
124.2634,40.8242,1.0296,1.0296
124.3443,40.9051,1.0296,1.0296
124.4252,40.9860,1.0135,1.0135
124.4252,41.0669,0.9874,0.9874
124.5061,41.1478,1.0135,1.0135
124.5869,41.2287,1.0296,1.0296
124.6678,41.3096,1.0296,1.0296
124.7487,41.3904,1.0135,1.0135
124.7487,41.4713,0.9874,0.9874
124.8296,41.5522,1.0135,1.0135
124.9105,41.6331,1.0296,1.0296
124.9914,41.7140,1.0296,1.0296
125.0723,41.7949,1.0135,1.0135
125.1532,41.8758,0.9874,0.9874
125.1532,41.9567,0.9874,0.9874
125.2341,42.0376,1.0135,1.0135
125.3150,42.1185,1.0296,1.0296
125.3958,42.1993,1.0135,1.0135
125.4767,42.2802,0.9874,0.9874
125.4767,42.3611,0.9874,0.9874
125.5576,42.4420,1.0135,1.0135
125.6385,42.5229,1.0296,1.0296
125.7194,42.6038,1.0135,1.0135
125.8003,42.6847,0.9874,0.9874
125.8003,42.7656,0.9874,0.9874
125.8812,42.8465,1.0135,1.0135
125.9621,42.9274,1.0296,1.0296
126.0430,43.0082,1.0135,1.0135
126.1239,43.0891,0.9874,0.9874
126.1239,43.1700,0.9874,0.9874
126.2047,43.2509,1.0135,1.0135
126.2856,43.3318,1.0296,1.0296
126.3665,43.4127,1.0296,1.0296
126.4474,43.4936,1.0135,1.0135
126.4474,43.5745,0.9874,0.9874
126.5283,43.6554,1.0135,1.0135
126.6092,43.7363,1.0296,1.0296
126.6901,43.8171,1.0296,1.0296
126.7710,43.8980,1.0135,1.0135
126.7710,43.9789,0.9874,0.9874
126.8519,44.0598,1.0135,1.0135
126.9328,44.1407,1.0296,1.0296
127.0136,44.2216,1.0296,1.0296
127.0945,44.3025,1.0135,1.0135
127.1754,44.3834,0.9874,0.9874
127.1754,44.4643,0.9874,0.9874
127.2563,44.5452,1.0135,1.0135
127.3372,44.6260,1.0296,1.0296
127.4181,44.7069,1.0135,1.0135
127.4990,44.7878,0.9874,0.9874
127.4990,44.8687,0.9874,0.9874
127.5799,44.9496,1.0135,1.0135
127.6608,45.0305,1.0296,1.0296
127.7417,45.1114,1.0135,1.0135
127.8225,45.1923,0.9874,0.9874
127.8225,45.2732,0.9874,0.9874
127.9034,45.3541,1.0135,1.0135
127.9843,45.4349,1.0296,1.0296
128.0652,45.5158,1.0135,1.0135
128.1461,45.5967,0.9874,0.9874
128.1461,45.6776,0.9874,0.9874
128.2270,45.7585,1.0135,1.0135
128.3079,45.8394,1.0296,1.0296
128.3888,45.9203,1.0135,1.0135
128.4697,46.0012,0.9874,0.9874
128.4697,46.0821,0.9874,0.9874
128.5506,46.1630,1.0135,1.0135
128.6314,46.2438,1.0296,1.0296
128.7123,46.3247,1.0135,1.0135
128.7932,46.4056,0.9874,0.9874
128.7932,46.4865,0.9874,0.9874
128.8741,46.5674,1.0135,1.0135
128.9550,46.6483,1.0296,1.0296
129.0359,46.7292,1.0135,1.0135
129.1168,46.8101,0.9874,0.9874
129.1168,46.8910,0.9874,0.9874
129.1977,46.9719,1.0135,1.0135
129.2786,47.0527,1.0135,1.0135
129.3595,47.1336,0.9874,0.9874
129.3595,47.2145,0.9874,0.9874
129.4403,47.2954,1.0135,1.0135
129.5212,47.3763,1.0135,1.0135
129.6021,47.4572,0.9874,0.9874
129.6021,47.5381,0.9874,0.9874
129.6830,47.6190,1.0135,1.0135
129.7639,47.6999,1.0135,1.0135
129.7639,47.7808,0.9874,0.9874
129.8448,47.8616,1.0135,1.0135
129.9257,47.9425,1.0135,1.0135
129.9257,48.0234,0.9874,0.9874
130.0066,48.1043,1.0135,1.0135
130.0875,48.1852,1.0135,1.0135
130.0875,48.2661,0.9874,0.9874
130.1684,48.3470,1.0135,1.0135
130.2492,48.4279,1.0135,1.0135
130.2492,48.5088,0.9874,0.9874
130.3301,48.5897,1.0135,1.0135
130.4110,48.6705,1.0135,1.0135
130.4110,48.7514,0.9874,0.9874
130.4919,48.8323,1.0135,1.0135
130.5728,48.9132,0.9874,0.9874
130.5728,48.9941,0.9874,0.9874
130.6537,49.0750,1.0135,1.0135
130.6537,49.1559,0.9774,0.9774
130.7346,49.2368,1.0135,1.0135
130.7346,49.3177,0.9774,0.9774
130.7346,49.3986,0.9433,0.9433
130.8155,49.4794,0.9774,0.9774
130.8155,49.5603,0.9468,0.9468
130.8155,49.6412,0.9223,0.9223
130.8155,49.7221,0.9044,0.9044
130.8964,49.8030,0.9740,0.9740
130.8964,49.8839,0.9707,0.9707
130.8964,49.9648,0.9707,0.9707
130.8964,50.0457,0.9707,0.9707
130.8964,50.1266,0.9707,0.9707
130.8964,50.2075,0.9707,0.9707
130.8964,50.2883,0.9740,0.9740
130.8964,50.3692,0.9841,0.9841
130.8155,50.4501,0.9223,0.9223
130.8155,50.5310,0.9468,0.9468
130.8155,50.6119,0.9774,0.9774
130.8155,50.6928,1.0135,1.0135
130.8155,50.7737,1.0516,1.0516
130.7346,50.8546,1.0359,1.0359
130.7346,50.9355,1.0296,1.0296
130.6537,51.0164,1.0296,1.0296
130.5728,51.0164,1.0359,1.0359
130.4919,51.0972,1.0516,1.0516
130.4110,51.0972,1.0135,1.0135
130.3301,51.0972,0.9774,0.9774
130.2492,51.0972,0.9468,0.9468
130.1684,51.0972,0.9223,0.9223
130.0875,51.1781,0.9841,0.9841
130.0066,51.1781,0.9740,0.9740
129.9257,51.1781,0.9707,0.9707
129.8448,51.1781,0.9707,0.9707
129.7639,51.1781,0.9707,0.9707
129.6830,51.1781,0.9707,0.9707
129.6021,51.1781,0.9707,0.9707
129.5212,51.1781,0.9707,0.9707
129.4403,51.1781,0.9707,0.9707
129.3595,51.1781,0.9707,0.9707
129.2786,51.1781,0.9707,0.9707
129.1977,51.1781,0.9707,0.9707
129.1168,51.1781,0.9707,0.9707
129.0359,51.1781,0.9740,0.9740
128.9550,51.1781,0.9841,0.9841
128.8741,51.0972,0.9223,0.9223
128.7932,51.0972,0.9468,0.9468
128.7123,51.0972,0.9707,0.9707
128.6314,51.0972,0.9740,0.9740
128.5506,51.0972,0.9841,0.9841
128.4697,51.0972,1.0006,1.0006
128.3888,51.0972,1.0006,1.0006
128.3079,51.0164,0.9740,0.9740
128.2270,51.0164,0.9841,0.9841
128.1461,51.0164,1.0006,1.0006
128.0652,51.0164,1.0006,1.0006
127.9843,50.9355,0.9774,0.9774
127.9034,50.9355,1.0006,1.0006
127.8225,50.9355,1.0006,1.0006
127.7417,50.8546,0.9774,0.9774
127.6608,50.8546,1.0006,1.0006
127.5799,50.8546,1.0135,1.0135
127.4990,50.7737,0.9774,0.9774
127.4181,50.7737,1.0006,1.0006
127.3372,50.7737,1.0006,1.0006
127.2563,50.6928,0.9774,0.9774
127.1754,50.6928,1.0006,1.0006
127.0945,50.6928,1.0006,1.0006
127.0136,50.6119,0.9774,0.9774
126.9328,50.6119,1.0135,1.0135
