# x_m,y_m,w_tr_right_m,w_tr_left_m
38.9244,-8.5187,1.0135,1.0135
39.0053,-8.4378,1.0296,1.0296
39.0862,-8.3569,1.0296,1.0296
39.1671,-8.2760,1.0296,1.0296
39.2480,-8.1951,1.0296,1.0296
39.3289,-8.1142,1.0135,1.0135
39.4098,-8.0333,0.9874,0.9874
39.4907,-8.0333,0.9874,0.9874
39.5716,-7.9525,1.0135,1.0135
39.6524,-7.8716,1.0296,1.0296
39.7333,-7.7907,1.0296,1.0296
39.8142,-7.7098,1.0135,1.0135
39.8951,-7.7098,0.9874,0.9874
39.9760,-7.6289,1.0135,1.0135
40.0569,-7.5480,1.0296,1.0296
40.1378,-7.4671,1.0135,1.0135
40.2187,-7.4671,0.9874,0.9874
40.2996,-7.3862,1.0135,1.0135
40.3805,-7.3053,1.0135,1.0135
40.4613,-7.2244,0.9874,0.9874
40.5422,-7.2244,0.9874,0.9874
40.6231,-7.1436,1.0135,1.0135
40.7040,-7.0627,1.0135,1.0135
40.7849,-7.0627,0.9874,0.9874
40.8658,-6.9818,1.0135,1.0135
40.9467,-6.9009,1.0135,1.0135
41.0276,-6.9009,0.9874,0.9874
41.1085,-6.8200,1.0135,1.0135
41.1894,-6.7391,1.0135,1.0135
41.2702,-6.7391,0.9874,0.9874
41.3511,-6.6582,1.0135,1.0135
41.4320,-6.5773,1.0135,1.0135
41.5129,-6.5773,0.9874,0.9874
41.5938,-6.4964,1.0135,1.0135
41.6747,-6.4155,1.0135,1.0135
41.7556,-6.4155,0.9874,0.9874
41.8365,-6.3347,1.0135,1.0135
41.9174,-6.2538,0.9874,0.9874
41.9983,-6.2538,0.9874,0.9874
42.0791,-6.1729,1.0135,1.0135
42.1600,-6.1729,0.9774,0.9774
42.2409,-6.0920,1.0135,1.0135
42.3218,-6.0111,1.0135,1.0135
42.4027,-6.0111,0.9874,0.9874
42.4836,-5.9302,1.0135,1.0135
42.5645,-5.8493,1.0135,1.0135
42.6454,-5.8493,0.9874,0.9874
42.7263,-5.7684,1.0135,1.0135
42.8072,-5.7684,0.9774,0.9774
42.8880,-5.6875,1.0135,1.0135
42.9689,-5.6066,1.0135,1.0135
43.0498,-5.6066,0.9874,0.9874
43.1307,-5.5258,1.0135,1.0135
43.2116,-5.4449,1.0135,1.0135
43.2925,-5.4449,0.9874,0.9874
43.3734,-5.3640,1.0135,1.0135
43.4543,-5.3640,0.9774,0.9774
43.5352,-5.2831,1.0135,1.0135
43.6161,-5.2022,1.0135,1.0135
43.6969,-5.2022,0.9874,0.9874
43.7778,-5.1213,1.0135,1.0135
43.8587,-5.0404,1.0135,1.0135
43.9396,-5.0404,0.9874,0.9874
44.0205,-4.9595,1.0135,1.0135
44.1014,-4.8786,0.9874,0.9874
44.1823,-4.8786,0.9874,0.9874
44.2632,-4.7977,1.0135,1.0135
44.3441,-4.7977,0.9774,0.9774
44.4250,-4.7169,1.0135,1.0135
44.5058,-4.6360,1.0135,1.0135
44.5867,-4.6360,0.9874,0.9874
44.6676,-4.5551,1.0135,1.0135
44.7485,-4.4742,1.0135,1.0135
44.8294,-4.4742,0.9874,0.9874
44.9103,-4.3933,1.0135,1.0135
44.9912,-4.3933,0.9774,0.9774
45.0721,-4.3124,1.0135,1.0135
45.1530,-4.2315,1.0135,1.0135
45.2339,-4.2315,0.9874,0.9874
45.3147,-4.1506,1.0135,1.0135
45.3956,-4.0697,1.0135,1.0135
45.4765,-4.0697,0.9874,0.9874
45.5574,-3.9888,1.0135,1.0135
45.6383,-3.9888,0.9774,0.9774
45.7192,-3.9080,1.0135,1.0135
45.8001,-3.8271,1.0135,1.0135
45.8810,-3.8271,0.9874,0.9874
45.9619,-3.7462,1.0135,1.0135
46.0428,-3.6653,1.0135,1.0135
46.1236,-3.6653,0.9874,0.9874
46.2045,-3.5844,1.0135,1.0135
46.2854,-3.5844,0.9774,0.9774
46.3663,-3.5035,1.0135,1.0135
46.4472,-3.4226,1.0135,1.0135
46.5281,-3.4226,0.9874,0.9874
46.6090,-3.3417,1.0135,1.0135
46.6899,-3.3417,0.9774,0.9774
46.7708,-3.2608,1.0135,1.0135
46.8517,-3.1799,1.0135,1.0135
46.9325,-3.1799,0.9874,0.9874
47.0134,-3.0991,1.0135,1.0135
47.0943,-3.0182,1.0135,1.0135
47.1752,-3.0182,0.9874,0.9874
47.2561,-2.9373,1.0135,1.0135
47.3370,-2.9373,0.9774,0.9774
47.4179,-2.8564,1.0135,1.0135
47.4988,-2.7755,1.0135,1.0135
47.5797,-2.7755,0.9874,0.9874
47.6606,-2.6946,1.0135,1.0135
47.7414,-2.6946,0.9774,0.9774
47.8223,-2.6137,1.0135,1.0135
47.9032,-2.5328,1.0135,1.0135
47.9841,-2.5328,0.9874,0.9874
48.0650,-2.4519,1.0135,1.0135
48.1459,-2.3710,1.0135,1.0135
48.2268,-2.3710,0.9874,0.9874
48.3077,-2.2902,1.0135,1.0135
48.3886,-2.2902,0.9774,0.9774
48.4695,-2.2093,1.0135,1.0135
48.5503,-2.1284,1.0135,1.0135
48.6312,-2.1284,0.9874,0.9874
48.7121,-2.0475,1.0135,1.0135
48.7930,-2.0475,0.9774,0.9774
48.8739,-1.9666,1.0135,1.0135
48.9548,-1.8857,1.0135,1.0135
49.0357,-1.8857,0.9874,0.9874
49.1166,-1.8048,1.0135,1.0135
49.1975,-1.7239,1.0135,1.0135
49.2784,-1.7239,0.9874,0.9874
49.3592,-1.6430,1.0135,1.0135
49.4401,-1.5621,0.9874,0.9874
49.5210,-1.5621,0.9874,0.9874
49.6019,-1.4813,1.0135,1.0135
49.6828,-1.4813,0.9774,0.9774
49.7637,-1.4004,1.0135,1.0135
49.8446,-1.3195,1.0135,1.0135
49.9255,-1.3195,0.9874,0.9874
50.0064,-1.2386,1.0135,1.0135
50.0873,-1.1577,1.0135,1.0135
50.1681,-1.1577,0.9874,0.9874
50.2490,-1.0768,1.0135,1.0135
50.3299,-1.0768,0.9774,0.9774
50.4108,-0.9959,1.0135,1.0135
50.4917,-0.9150,1.0135,1.0135
50.5726,-0.9150,0.9874,0.9874
50.6535,-0.8341,1.0135,1.0135
50.7344,-0.7532,1.0135,1.0135
50.8153,-0.7532,0.9874,0.9874
50.8962,-0.6724,1.0135,1.0135
50.9770,-0.5915,1.0135,1.0135
51.0579,-0.5915,0.9874,0.9874
51.1388,-0.5106,1.0135,1.0135
51.2197,-0.4297,1.0135,1.0135
51.3006,-0.4297,0.9874,0.9874
51.3815,-0.3488,1.0135,1.0135
51.4624,-0.2679,1.0135,1.0135
51.5433,-0.2679,0.9874,0.9874
51.6242,-0.1870,1.0135,1.0135
51.7051,-0.1061,1.0135,1.0135
51.7859,-0.1061,0.9874,0.9874
51.8668,-0.0252,1.0135,1.0135
51.9477,0.0557,1.0135,1.0135
52.0286,0.1365,0.9874,0.9874
52.1095,0.1365,0.9874,0.9874
52.1904,0.2174,1.0135,1.0135
52.2713,0.2983,1.0296,1.0296
52.3522,0.3792,1.0296,1.0296
52.4331,0.4601,1.0296,1.0296
52.5140,0.5410,1.0296,1.0296
52.5948,0.6219,1.0296,1.0296
52.6757,0.7028,1.0296,1.0296
52.7566,0.7837,1.0296,1.0296
52.8375,0.8646,1.0296,1.0296
52.9184,0.9454,1.0296,1.0296
52.9993,1.0263,1.0135,1.0135
53.0802,1.1072,0.9874,0.9874
53.0802,1.1881,0.9874,0.9874
53.1611,1.2690,1.0135,1.0135
53.2420,1.3499,1.0135,1.0135
53.2420,1.4308,0.9874,0.9874
53.3229,1.5117,1.0135,1.0135
53.4037,1.5926,1.0135,1.0135
53.4037,1.6735,0.9874,0.9874
53.4846,1.7543,1.0135,1.0135
53.5655,1.8352,1.0135,1.0135
53.5655,1.9161,1.0135,1.0135
53.6464,1.9970,1.0135,1.0135
53.6464,2.0779,0.9874,0.9874
53.7273,2.1588,1.0135,1.0135
53.7273,2.2397,0.9774,0.9774
53.8082,2.3206,1.0135,1.0135
53.8082,2.4015,0.9774,0.9774
53.8891,2.4824,1.0135,1.0135
53.8891,2.5632,0.9774,0.9774
53.9700,2.6441,1.0135,1.0135
53.9700,2.7250,1.0006,1.0006
54.0509,2.8059,1.0135,1.0135
54.0509,2.8868,1.0135,1.0135
54.0509,2.9677,0.9774,0.9774
54.1318,3.0486,1.0135,1.0135
54.1318,3.1295,0.9774,0.9774
54.2126,3.2104,1.0135,1.0135
54.2126,3.2913,1.0006,1.0006
54.2126,3.3721,0.9774,0.9774
54.2935,3.4530,1.0135,1.0135
54.2935,3.5339,0.9774,0.9774
54.3744,3.6148,1.0006,1.0006
54.3744,3.6957,1.0006,1.0006
54.3744,3.7766,0.9774,0.9774
54.4553,3.8575,1.0135,1.0135
54.4553,3.9384,1.0006,1.0006
54.4553,4.0193,0.9774,0.9774
54.5362,4.1002,1.0232,1.0232
54.5362,4.1810,1.0006,1.0006
54.6171,4.2619,1.0006,1.0006
54.6171,4.3428,1.0135,1.0135
54.6171,4.4237,0.9774,0.9774
54.6980,4.5046,1.0135,1.0135
54.6980,4.5855,1.0006,1.0006
54.6980,4.6664,0.9774,0.9774
54.7789,4.7473,1.0135,1.0135
54.7789,4.8282,0.9774,0.9774
54.8598,4.9091,1.0006,1.0006
54.8598,4.9899,1.0006,1.0006
54.8598,5.0708,0.9774,0.9774
54.9407,5.1517,1.0135,1.0135
54.9407,5.2326,1.0006,1.0006
55.0215,5.3135,1.0006,1.0006
55.0215,5.3944,1.0135,1.0135
55.0215,5.4753,0.9774,0.9774
55.1024,5.5562,1.0135,1.0135
55.1024,5.6371,0.9774,0.9774
55.1833,5.7180,1.0135,1.0135
55.1833,5.7988,1.0006,1.0006
55.2642,5.8797,1.0135,1.0135
55.2642,5.9606,1.0135,1.0135
55.3451,6.0415,1.0135,1.0135
55.3451,6.1224,1.0135,1.0135
55.4260,6.2033,1.0135,1.0135
55.4260,6.2842,1.0135,1.0135
55.5069,6.3651,1.0135,1.0135
55.5069,6.4460,1.0135,1.0135
55.5878,6.5269,1.0135,1.0135
55.5878,6.6077,0.9874,0.9874
55.6687,6.6886,1.0135,1.0135
55.6687,6.7695,0.9774,0.9774
55.7496,6.8504,1.0135,1.0135
55.8304,6.9313,1.0135,1.0135
55.8304,7.0122,0.9874,0.9874
55.9113,7.0931,1.0135,1.0135
55.9922,7.1740,1.0296,1.0296
56.0731,7.2549,1.0135,1.0135
56.1540,7.3358,0.9874,0.9874
56.1540,7.4166,0.9874,0.9874
56.2349,7.4975,1.0135,1.0135
56.3158,7.5784,1.0296,1.0296
56.3967,7.6593,1.0296,1.0296
56.4776,7.7402,1.0135,1.0135
56.5585,7.8211,0.9874,0.9874
56.6393,7.8211,0.9874,0.9874
56.7202,7.9020,1.0135,1.0135
56.8011,7.9829,1.0296,1.0296
56.8820,8.0638,1.0135,1.0135
56.9629,8.0638,0.9874,0.9874
57.0438,8.1447,1.0135,1.0135
57.1247,8.2255,1.0135,1.0135
57.2056,8.2255,0.9874,0.9874
57.2865,8.3064,1.0135,1.0135
57.3674,8.3064,0.9774,0.9774
57.4482,8.3873,1.0135,1.0135
57.5291,8.4682,1.0135,1.0135
57.6100,8.4682,1.0135,1.0135
57.6909,8.5491,1.0135,1.0135
57.7718,8.5491,1.0135,1.0135
57.8527,8.6300,1.0006,1.0006
57.9336,8.6300,1.0135,1.0135
58.0145,8.6300,0.9774,0.9774
58.0954,8.7109,1.0135,1.0135
58.1763,8.7109,0.9774,0.9774
58.2571,8.7918,1.0135,1.0135
58.3380,8.7918,1.0006,1.0006
58.4189,8.7918,0.9774,0.9774
58.4998,8.8727,1.0135,1.0135
58.5807,8.8727,0.9774,0.9774
58.6616,8.9536,1.0006,1.0006
58.7425,8.9536,1.0006,1.0006
58.8234,8.9536,0.9774,0.9774
58.9043,9.0344,1.0135,1.0135
58.9852,9.0344,1.0006,1.0006
59.0660,9.0344,0.9774,0.9774
59.1469,9.1153,1.0232,1.0232
59.2278,9.1153,1.0006,1.0006
59.3087,9.1962,1.0006,1.0006
59.3896,9.1962,1.0135,1.0135
59.4705,9.1962,0.9774,0.9774
59.5514,9.2771,1.0006,1.0006
59.6323,9.2771,1.0006,1.0006
59.7132,9.2771,0.9774,0.9774
59.7941,9.3580,1.0135,1.0135
59.8749,9.3580,1.0006,1.0006
59.9558,9.4389,1.0006,1.0006
60.0367,9.4389,1.0135,1.0135
60.1176,9.4389,0.9774,0.9774
60.1985,9.5198,1.0135,1.0135
60.2794,9.5198,0.9774,0.9774
60.3603,9.6007,1.0135,1.0135
60.4412,9.6007,1.0006,1.0006
60.5221,9.6816,1.0135,1.0135
60.6030,9.6816,0.9874,0.9874
60.6838,9.7625,1.0135,1.0135
60.7647,9.7625,0.9774,0.9774
60.8456,9.8433,1.0135,1.0135
60.9265,9.9242,1.0135,1.0135
61.0074,10.0051,0.9874,0.9874
61.0883,10.0051,0.9874,0.9874
61.1692,10.0860,1.0135,1.0135
61.2501,10.1669,1.0296,1.0296
61.3310,10.2478,1.0296,1.0296
61.4119,10.3287,1.0296,1.0296
61.4927,10.4096,1.0135,1.0135
61.5736,10.4096,0.9874,0.9874
61.6545,10.4905,1.0135,1.0135
61.7354,10.5714,1.0296,1.0296
61.8163,10.6522,1.0296,1.0296
61.8972,10.7331,1.0296,1.0296
61.9781,10.8140,1.0296,1.0296
62.0590,10.8949,1.0296,1.0296
62.1399,10.9758,1.0135,1.0135
62.2208,11.0567,0.9874,0.9874
62.2208,11.1376,0.9874,0.9874
62.3016,11.2185,1.0135,1.0135
62.3825,11.2994,1.0135,1.0135
62.3825,11.3803,0.9874,0.9874
62.4634,11.4611,1.0135,1.0135
62.5443,11.5420,1.0135,1.0135
62.5443,11.6229,0.9874,0.9874
62.6252,11.7038,1.0135,1.0135
62.6252,11.7847,0.9774,0.9774
62.7061,11.8656,1.0135,1.0135
62.7061,11.9465,1.0006,1.0006
62.7061,12.0274,0.9774,0.9774
62.7870,12.1083,1.0135,1.0135
62.7870,12.1892,0.9774,0.9774
62.8679,12.2700,1.0006,1.0006
62.8679,12.3509,1.0006,1.0006
62.8679,12.4318,0.9774,0.9774
62.9488,12.5127,1.0006,1.0006
62.9488,12.5936,1.0006,1.0006
62.9488,12.6745,0.9841,0.9841
62.9488,12.7554,0.9740,0.9740
62.9488,12.8363,0.9468,0.9468
63.0297,12.9172,1.0006,1.0006
63.0297,12.9981,0.9841,0.9841
63.0297,13.0789,0.9740,0.9740
63.0297,13.1598,0.9707,0.9707
63.0297,13.2407,0.9707,0.9707
63.0297,13.3216,0.9468,0.9468
63.1105,13.4025,1.0006,1.0006
63.1105,13.4834,0.9841,0.9841
63.1105,13.5643,0.9740,0.9740
63.1105,13.6452,0.9707,0.9707
63.1105,13.7261,0.9707,0.9707
63.1914,13.8070,1.0232,1.0232
63.1914,13.8878,1.0232,1.0232
63.1914,13.9687,1.0006,1.0006
63.1914,14.0496,0.9841,0.9841
63.1914,14.1305,0.9740,0.9740
63.1914,14.2114,0.9707,0.9707
63.2723,14.2923,0.9740,0.9740
63.2723,14.3732,0.9841,0.9841
63.2723,14.4541,1.0006,1.0006
63.2723,14.5350,1.0232,1.0232
63.2723,14.6159,1.0516,1.0516
63.2723,14.6967,1.0232,1.0232
63.2723,14.7776,1.0006,1.0006
63.2723,14.8585,0.9841,0.9841
63.2723,14.9394,0.9740,0.9740
63.3532,15.0203,0.9740,0.9740
63.3532,15.1012,0.9841,0.9841
63.3532,15.1821,1.0006,1.0006
63.3532,15.2630,1.0232,1.0232
63.3532,15.3439,1.0232,1.0232
63.3532,15.4248,1.0006,1.0006
63.3532,15.5056,0.9841,0.9841
63.3532,15.5865,0.9740,0.9740
63.3532,15.6674,0.9707,0.9707
63.4341,15.7483,0.9841,0.9841
63.4341,15.8292,1.0006,1.0006
63.4341,15.9101,1.0232,1.0232
63.4341,15.9910,1.0232,1.0232
63.4341,16.0719,1.0006,1.0006
63.4341,16.1528,0.9841,0.9841
63.4341,16.2337,0.9740,0.9740
63.5150,16.3145,0.9841,0.9841
63.5150,16.3954,1.0006,1.0006
63.5150,16.4763,1.0006,1.0006
63.5150,16.5572,0.9841,0.9841
63.5150,16.6381,0.9740,0.9740
63.5959,16.7190,1.0006,1.0006
63.5959,16.7999,1.0232,1.0232
63.5959,16.8808,1.0006,1.0006
63.6768,16.9617,0.9841,0.9841
63.6768,17.0426,1.0006,1.0006
63.6768,17.1234,1.0232,1.0232
63.6768,17.2043,1.0006,1.0006
63.7577,17.2852,1.0006,1.0006
63.7577,17.3661,1.0232,1.0232
63.7577,17.4470,1.0006,1.0006
63.8386,17.5279,1.0006,1.0006
63.8386,17.6088,1.0135,1.0135
63.8386,17.6897,0.9774,0.9774
63.9194,17.7706,1.0135,1.0135
63.9194,17.8515,1.0006,1.0006
64.0003,17.9323,1.0135,1.0135
64.0003,18.0132,1.0135,1.0135
64.0812,18.0941,1.0135,1.0135
64.0812,18.1750,1.0135,1.0135
64.1621,18.2559,1.0135,1.0135
64.1621,18.3368,1.0135,1.0135
64.2430,18.4177,1.0135,1.0135
64.2430,18.4986,1.0135,1.0135
64.3239,18.5795,1.0135,1.0135
64.3239,18.6604,0.9874,0.9874
64.4048,18.7412,1.0135,1.0135
64.4857,18.8221,0.9874,0.9874
64.4857,18.9030,0.9874,0.9874
64.5666,18.9839,1.0135,1.0135
64.6475,19.0648,0.9874,0.9874
64.6475,19.1457,0.9874,0.9874
64.7283,19.2266,1.0135,1.0135
64.8092,19.3075,1.0135,1.0135
64.8092,19.3884,0.9874,0.9874
64.8901,19.4693,1.0135,1.0135
64.9710,19.5501,1.0296,1.0296
65.0519,19.6310,1.0296,1.0296
65.1328,19.7119,1.0135,1.0135
65.2137,19.7928,0.9874,0.9874
65.2137,19.8737,0.9874,0.9874
65.2946,19.9546,1.0135,1.0135
65.3755,20.0355,1.0296,1.0296
65.4564,20.1164,1.0296,1.0296
65.5372,20.1973,1.0296,1.0296
65.6181,20.2782,1.0296,1.0296
65.6990,20.3590,1.0296,1.0296
65.7799,20.4399,1.0296,1.0296
65.8608,20.5208,1.0135,1.0135
65.9417,20.6017,0.9874,0.9874
66.0226,20.6017,0.9874,0.9874
66.1035,20.6826,1.0135,1.0135
66.1844,20.7635,1.0296,1.0296
66.2653,20.8444,1.0296,1.0296
66.3461,20.9253,1.0135,1.0135
66.4270,21.0062,0.9874,0.9874
66.5079,21.0062,0.9874,0.9874
66.5888,21.0871,1.0135,1.0135
66.6697,21.1679,1.0135,1.0135
66.7506,21.1679,0.9874,0.9874
66.8315,21.2488,1.0135,1.0135
66.9124,21.3297,1.0135,1.0135
66.9933,21.4106,0.9874,0.9874
67.0742,21.4106,0.9874,0.9874
67.1550,21.4915,1.0135,1.0135
67.2359,21.4915,0.9774,0.9774
67.3168,21.5724,1.0135,1.0135
67.3977,21.6533,1.0135,1.0135
67.4786,21.6533,0.9874,0.9874
67.5595,21.7342,1.0135,1.0135
67.6404,21.7342,0.9774,0.9774
67.7213,21.8151,1.0135,1.0135
67.8022,21.8960,1.0135,1.0135
67.8831,21.8960,1.0135,1.0135
67.9639,21.9768,1.0135,1.0135
68.0448,21.9768,0.9874,0.9874
68.1257,22.0577,1.0135,1.0135
68.2066,22.0577,0.9774,0.9774
68.2875,22.1386,1.0135,1.0135
68.3684,22.1386,0.9774,0.9774
68.4493,22.2195,1.0135,1.0135
68.5302,22.2195,0.9774,0.9774
68.6111,22.3004,1.0135,1.0135
68.6920,22.3004,1.0006,1.0006
68.7728,22.3813,1.0135,1.0135
68.8537,22.3813,1.0135,1.0135
68.9346,22.3813,0.9774,0.9774
69.0155,22.4622,1.0135,1.0135
69.0964,22.4622,0.9774,0.9774
69.1773,22.5431,1.0135,1.0135
69.2582,22.5431,1.0006,1.0006
69.3391,22.5431,0.9774,0.9774
69.4200,22.6240,1.0135,1.0135
69.5009,22.6240,0.9774,0.9774
69.5817,22.7049,1.0006,1.0006
69.6626,22.7049,1.0006,1.0006
69.7435,22.7049,0.9774,0.9774
69.8244,22.7857,1.0006,1.0006
69.9053,22.7857,1.0006,1.0006
69.9862,22.7857,0.9841,0.9841
70.0671,22.7857,0.9740,0.9740
70.1480,22.8666,1.0232,1.0232
70.2289,22.8666,1.0006,1.0006
70.3098,22.8666,0.9841,0.9841
70.3906,22.8666,0.9740,0.9740
70.4715,22.9475,1.0232,1.0232
70.5524,22.9475,1.0006,1.0006
70.6333,22.9475,0.9841,0.9841
70.7142,22.9475,0.9740,0.9740
70.7951,22.9475,0.9707,0.9707
70.8760,22.9475,0.9468,0.9468
70.9569,23.0284,1.0006,1.0006
71.0378,23.0284,0.9841,0.9841
71.1187,23.0284,0.9740,0.9740
71.1995,23.0284,0.9707,0.9707
71.2804,23.0284,0.9707,0.9707
71.3613,23.0284,0.9707,0.9707
71.4422,23.0284,0.9707,0.9707
71.5231,23.0284,0.9707,0.9707
71.6040,23.0284,0.9707,0.9707
71.6849,23.0284,0.9707,0.9707
71.7658,23.0284,0.9707,0.9707
71.8467,23.0284,0.9707,0.9707
71.9276,23.0284,0.9707,0.9707
72.0084,23.0284,0.9707,0.9707
72.0893,23.0284,0.9707,0.9707
72.1702,23.0284,0.9707,0.9707
72.2511,23.0284,0.9707,0.9707
72.3320,23.0284,0.9707,0.9707
72.4129,23.0284,0.9707,0.9707
72.4938,23.0284,0.9707,0.9707
72.5747,23.0284,0.9707,0.9707
72.6556,23.0284,0.9707,0.9707
72.7365,23.0284,0.9707,0.9707
72.8173,23.0284,0.9740,0.9740
72.8982,23.0284,0.9841,0.9841
72.9791,23.0284,1.0006,1.0006
73.0600,22.9475,0.9468,0.9468
73.1409,22.9475,0.9707,0.9707
73.2218,22.9475,0.9740,0.9740
73.3027,22.9475,0.9841,0.9841
73.3836,22.9475,1.0006,1.0006
73.4645,22.9475,1.0232,1.0232
73.5454,22.8666,0.9740,0.9740
73.6262,22.8666,0.9841,0.9841
73.7071,22.8666,1.0006,1.0006
73.7880,22.8666,1.0232,1.0232
73.8689,22.7857,0.9740,0.9740
73.9498,22.7857,0.9841,0.9841
74.0307,22.7857,1.0006,1.0006
74.1116,22.7857,1.0006,1.0006
74.1925,22.7049,0.9774,0.9774
74.2734,22.7049,1.0135,1.0135
74.3543,22.7049,1.0006,1.0006
74.4351,22.6240,1.0006,1.0006
74.5160,22.6240,1.0232,1.0232
74.5969,22.5431,0.9774,0.9774
74.6778,22.5431,1.0135,1.0135
74.7587,22.4622,0.9774,0.9774
74.8396,22.4622,1.0135,1.0135
74.9205,22.4622,1.0135,1.0135
75.0014,22.3813,1.0006,1.0006
75.0823,22.3813,1.0135,1.0135
75.1632,22.3004,0.9774,0.9774
75.2440,22.3004,1.0135,1.0135
75.3249,22.2195,0.9774,0.9774
75.4058,22.2195,1.0135,1.0135
75.4867,22.1386,0.9774,0.9774
75.5676,22.1386,1.0135,1.0135
75.6485,22.1386,0.9774,0.9774
75.7294,22.0577,1.0135,1.0135
75.8103,22.0577,1.0006,1.0006
75.8912,21.9768,1.0135,1.0135
75.9721,21.9768,1.0135,1.0135
76.0529,21.8960,1.0135,1.0135
76.1338,21.8960,1.0135,1.0135
76.2147,21.8151,1.0135,1.0135
76.2956,21.8151,1.0135,1.0135
76.3765,21.7342,1.0006,1.0006
76.4574,21.7342,1.0135,1.0135
76.5383,21.6533,0.9774,0.9774
76.6192,21.6533,1.0135,1.0135
76.7001,21.5724,0.9774,0.9774
76.7810,21.5724,1.0135,1.0135
76.8618,21.5724,1.0006,1.0006
76.9427,21.4915,1.0135,1.0135
77.0236,21.4915,1.0135,1.0135
77.1045,21.4106,1.0135,1.0135
77.1854,21.4106,1.0135,1.0135
77.2663,21.3297,1.0006,1.0006
77.3472,21.3297,1.0135,1.0135
77.4281,21.2488,0.9774,0.9774
77.5090,21.2488,1.0135,1.0135
77.5899,21.1679,0.9774,0.9774
77.6707,21.1679,1.0135,1.0135
77.7516,21.1679,0.9774,0.9774
77.8325,21.0871,1.0135,1.0135
77.9134,21.0871,1.0006,1.0006
77.9943,21.0062,1.0135,1.0135
78.0752,21.0062,1.0135,1.0135
78.1561,20.9253,1.0006,1.0006
78.2370,20.9253,1.0135,1.0135
78.3179,20.8444,0.9774,0.9774
78.3988,20.8444,1.0135,1.0135
78.4796,20.7635,0.9774,0.9774
78.5605,20.7635,1.0135,1.0135
78.6414,20.7635,1.0006,1.0006
78.7223,20.6826,1.0135,1.0135
78.8032,20.6826,1.0135,1.0135
78.8841,20.6017,1.0006,1.0006
78.9650,20.6017,1.0135,1.0135
79.0459,20.5208,0.9774,0.9774
79.1268,20.5208,1.0135,1.0135
79.2077,20.4399,0.9774,0.9774
79.2885,20.4399,1.0135,1.0135
79.3694,20.4399,1.0135,1.0135
79.4503,20.3590,1.0006,1.0006
79.5312,20.3590,1.0135,1.0135
79.6121,20.2782,0.9774,0.9774
79.6930,20.2782,1.0135,1.0135
79.7739,20.1973,0.9774,0.9774
79.8548,20.1973,1.0135,1.0135
79.9357,20.1973,1.0135,1.0135
80.0166,20.1164,1.0006,1.0006
80.0974,20.1164,1.0135,1.0135
80.1783,20.0355,0.9774,0.9774
80.2592,20.0355,1.0135,1.0135
80.3401,19.9546,0.9774,0.9774
80.4210,19.9546,1.0006,1.0006
80.5019,19.9546,1.0135,1.0135
80.5828,19.8737,0.9774,0.9774
80.6637,19.8737,1.0135,1.0135
80.7446,19.7928,0.9774,0.9774
80.8255,19.7928,1.0135,1.0135
80.9063,19.7928,1.0006,1.0006
80.9872,19.7119,1.0006,1.0006
81.0681,19.7119,1.0232,1.0232
81.1490,19.7119,1.0006,1.0006
81.2299,19.6310,1.0006,1.0006
81.3108,19.6310,1.0232,1.0232
81.3917,19.6310,1.0006,1.0006
81.4726,19.6310,0.9774,0.9774
81.5535,19.5501,1.0006,1.0006
81.6344,19.5501,1.0006,1.0006
81.7152,19.5501,0.9841,0.9841
81.7961,19.5501,0.9740,0.9740
81.8770,19.5501,0.9707,0.9707
81.9579,19.5501,0.9707,0.9707
82.0388,19.5501,0.9707,0.9707
82.1197,19.5501,0.9707,0.9707
82.2006,19.5501,0.9740,0.9740
82.2815,19.5501,0.9841,0.9841
82.3624,19.5501,1.0006,1.0006
82.4433,19.5501,1.0232,1.0232
82.5241,19.6310,0.9774,0.9774
82.6050,19.6310,1.0006,1.0006
82.6859,19.6310,1.0232,1.0232
82.7668,19.6310,1.0006,1.0006
82.8477,19.7119,1.0006,1.0006
82.9286,19.7119,1.0135,1.0135
83.0095,19.7119,0.9774,0.9774
83.0904,19.7928,1.0135,1.0135
83.1713,19.7928,1.0006,1.0006
83.2522,19.8737,1.0135,1.0135
83.3330,19.8737,0.9874,0.9874
83.4139,19.9546,1.0135,1.0135
83.4948,19.9546,0.9774,0.9774
83.5757,20.0355,1.0135,1.0135
83.6566,20.0355,0.9774,0.9774
83.7375,20.1164,1.0135,1.0135
83.8184,20.1973,1.0135,1.0135
83.8993,20.1973,0.9874,0.9874
83.9802,20.2782,1.0135,1.0135
84.0611,20.3590,1.0135,1.0135
84.1419,20.3590,0.9874,0.9874
84.2228,20.4399,1.0135,1.0135
84.3037,20.5208,1.0135,1.0135
84.3846,20.5208,0.9874,0.9874
84.4655,20.6017,1.0135,1.0135
84.5464,20.6826,1.0296,1.0296
84.6273,20.7635,1.0135,1.0135
84.7082,20.8444,0.9874,0.9874
84.7891,20.8444,0.9874,0.9874
84.8700,20.9253,1.0135,1.0135
84.9508,21.0062,1.0296,1.0296
85.0317,21.0871,1.0296,1.0296
85.1126,21.1679,1.0135,1.0135
85.1935,21.2488,0.9874,0.9874
85.2744,21.2488,0.9874,0.9874
85.3553,21.3297,1.0135,1.0135
85.4362,21.4106,1.0296,1.0296
85.5171,21.4915,1.0296,1.0296
85.5980,21.5724,1.0296,1.0296
