0.000000000000000000e+00, 0.000000000000000000e+00, -1.346013740000000070e+01, 1.040400999999999965e-01, -7.934642953402331056e-01, 7.013802235029530374e-01, -7.127873329955770609e-01, -9.421243770508750615e+00, -9.621243770508749904e+00
1.000152611957193759e-02, 1.054658085486045588e-01, -1.345312499208267809e+01, 9.691108131379777557e-02, -7.974858662010438914e-01, 6.985080347465281170e-01, -7.156022117032220242e-01, -9.459392829700593808e+00, -9.659392829700593097e+00
2.000305223914387517e-02, 1.825062593306301106e-01, -1.344613553836536823e+01, 8.975269436422313174e-02, -7.978543144043163116e-01, 6.982443249906771232e-01, -7.158595271548138239e-01, -9.462874919061329493e+00, -9.662874919061328782e+00
3.000457835871581103e-02, 2.474914677287043674e-01, -1.343915368207152738e+01, 8.259357312126909545e-02, -7.972945495629526480e-01, 6.986449285716316293e-01, -7.154685623988937815e-01, -9.457588383775730634e+00, -9.657588383775729923e+00
4.000610447828775035e-02, 3.055049036236756610e-01, -1.343216831360696517e+01, 7.543570777097288738e-02, -7.963102182500989557e-01, 6.993488481058868222e-01, -7.147805178185603348e-01, -9.448296347290362718e+00, -9.648296347290362007e+00
5.000763059785968967e-02, 3.588888686438270192e-01, -1.342517724543241364e+01, 6.828331299821233102e-02, -7.950664906549691491e-01, 7.002372992344418901e-01, -7.139101657497634035e-01, -9.436555989829958691e+00, -9.636555989829957980e+00
6.000915671743162205e-02, 4.089736529554336975e-01, -1.341817859916377031e+01, 6.113845305088492360e-02, -7.936301998824059067e-01, 7.012619591948424658e-01, -7.129036853504202575e-01, -9.422994902665386974e+00, -9.622994902665386263e+00
7.001068283700356831e-02, 4.566050983241159988e-01, -1.341117085831243294e+01, 5.400250195454243951e-02, -7.920295838983771874e-01, 7.024021454350546367e-01, -7.117803215095458436e-01, -9.407876032117343357e+00, -9.607876032117342646e+00
8.001220895657550070e-02, 5.023647309355645518e-01, -1.340415282232672212e+01, 4.687667339295058938e-02, -7.902743774810550015e-01, 7.036503842193424507e-01, -7.105463649811823990e-01, -9.391287274312634992e+00, -9.591287274312634281e+00
9.001373507614743308e-02, 5.466778007868666744e-01, -1.339712337695693023e+01, 3.976206993320552385e-02, -7.883637330700028478e-01, 7.050067004750766309e-01, -7.092006431788154819e-01, -9.373215989956131367e+00, -9.573215989956130656e+00
1.000152611957193793e-01, 5.898709290132723160e-01, -1.339008145225661117e+01, 3.265980297803978971e-02, -7.862896179202536473e-01, 7.064761467661041516e-01, -7.077368536755155315e-01, -9.353580745716907785e+00, -9.553580745716907074e+00
1.100167873152913117e-01, 6.322061227331099431e-01, -1.338302595569597919e+01, 2.557103373030279042e-02, -7.840381800953528657e-01, 7.080677803891285427e-01, -7.061444741515809920e-01, -9.332243800946226742e+00, -9.532243800946226031e+00
1.200183134348632441e-01, 6.739021792072651396e-01, -1.337595571084292700e+01, 1.849699694431812189e-02, -7.815900459326259320e-01, 7.097943932214894058e-01, -7.044089148721343063e-01, -9.309013382930080738e+00, -9.509013382930080027e+00
1.300198395544351904e-01, 7.151489022622127267e-01, -1.336886942067431505e+01, 1.143904259540808391e-02, -7.789199256735330756e-01, 7.116727172477990138e-01, -7.025111696799805072e-01, -9.283639239490248940e+00, -9.483639239490248229e+00
1.400213656740071366e-01, 7.561172002754174004e-01, -1.336176563602715994e+01, 4.398685828445905027e-03, -7.759956310421699532e-01, 7.137240210296776910e-01, -7.004270281801154852e-01, -9.255802347944969810e+00, -9.455802347944969100e+00
1.500228917935790551e-01, 7.969667932869036742e-01, -1.335464272257166662e+01, -2.622333205274628154e-03, -7.727764594291868239e-01, 7.159751137600030013e-01, -6.981258027578918224e-01, -9.225098196555146401e+00, -9.425098196555145691e+00
1.600244179131510014e-01, 8.378526528033308773e-01, -1.334749881431912932e+01, -9.621982863745374981e-03, -7.692107676975418196e-01, 7.184598583822853213e-01, -6.955684235884392885e-01, -9.191011717570162887e+00, -9.391011717570162176e+00
1.700259440327229477e-01, 8.789310449287935922e-01, -1.334033173085803270e+01, -1.659787812375724397e-02, -7.652323931932364376e-01, 7.212213970738216018e-01, -6.927046242106984497e-01, -9.152880223318947017e+00, -9.352880223318946307e+00
1.800274701522948662e-01, 9.203658047580668411e-01, -1.333313885662012588e+01, -2.354720882853019587e-02, -7.607588880421760624e-01, 7.243129878238667718e-01, -6.894713160601121382e-01, -9.109872343867602140e+00, -9.309872343867601430e+00
1.900289962718668124e-01, 9.623346306460642818e-01, -1.332591712743984047e+01, -3.046649583405389161e-02, -7.557756835161517639e-01, 7.277397570169196195e-01, -6.858533706682170550e-01, -9.061796859375370161e+00, -9.261796859375369451e+00
2.000305223914387587e-01, 1.005038854277102933e+00, -1.331866265083860590e+01, -3.735159733967212403e-02, -7.503813702460291335e-01, 7.314288589289010822e-01, -6.819177548106265530e-01, -9.009552568161337760e+00, -9.209552568161337049e+00
2.100320485110106772e-01, 1.048653415725830707e+00, -1.331137172937459567e+01, -4.419796018986679731e-02, -7.446933055139298707e-01, 7.352957980223213674e-01, -6.777463311672867752e-01, -8.954231926796341057e+00, -9.154231926796340346e+00
2.200335746305826234e-01, 1.093211357577587473e+00, -1.330404222180885832e+01, -5.100302115950894333e-02, -7.387343140810661568e-01, 7.393214037180015907e-01, -6.733527025299919089e-01, -8.896020409825620590e+00, -9.096020409825619879e+00
2.300351007501545697e-01, 1.138713091102701913e+00, -1.329667246978223893e+01, -5.776448922032739741e-02, -7.325110115692857748e-01, 7.434975375080590254e-01, -6.687386722176700271e-01, -8.834946847846145701e+00, -9.034946847846144991e+00
2.400366268697264882e-01, 1.185152170210886036e+00, -1.328926089365614338e+01, -6.448007688681545169e-02, -7.260355168233972867e-01, 7.478123328757260158e-01, -6.639101707301706679e-01, -8.771094465505766991e+00, -8.971094465505766280e+00
2.500381529892984345e-01, 1.232514314227488583e+00, -1.328180601089614399e+01, -7.114755907500260046e-02, -7.193263000408012253e-01, 7.522497859222534444e-01, -6.588780308827453247e-01, -8.704610927108923590e+00, -8.904610927108922880e+00
2.600396791088703807e-01, 1.280776177990756715e+00, -1.327430650071008778e+01, -7.776480220842493796e-02, -7.124089800194934874e-01, 7.567894225228651850e-01, -6.536587565064115868e-01, -8.635718260495050203e+00, -8.835718260495049492e+00
2.700412052284423270e-01, 1.329904385985562154e+00, -1.326676124061027373e+01, -8.432983013223595281e-02, -7.053169185437703215e-01, 7.614061395808014998e-01, -6.482751658120655680e-01, -8.564721093458201651e+00, -8.764721093458200940e+00
2.800427313480142733e-01, 1.379854627750601637e+00, -1.325916935791117623e+01, -9.084088515616133008e-02, -6.980915472147819489e-01, 7.660702527270251139e-01, -6.427568497392710523e-01, -8.492012426499988109e+00, -8.692012426499987399e+00
2.900442574675861640e-01, 1.430571010171372226e+00, -1.325153027651663429e+01, -9.729649801979120549e-02, -6.907823036217883850e-01, 7.707478137039774913e-01, -6.371403359312127757e-01, -8.418075515112253271e+00, -8.618075515112252560e+00
3.000457835871581103e-01, 1.481985721548792156e+00, -1.324384376191115820e+01, -1.036955587385046812e-01, -6.834460840505953705e-01, 7.754012324025045810e-01, -6.314688660485781035e-01, -8.343480666499077714e+00, -8.543480666499077003e+00
3.100473097067300565e-01, 1.534019104991596549e+00, -1.323610995951483993e+01, -1.100373858398107224e-01, -6.761461419486118896e-01, 7.799902174765629415e-01, -6.257917070726201070e-01, -8.268875931077447561e+00, -8.468875931077446850e+00
3.200488358263020028e-01, 1.586580208898428213e+00, -1.322832942356270536e+01, -1.163217888176780318e-01, -6.689504122956524412e-01, 7.844730132753489071e-01, -6.201629555549850181e-01, -8.194971176555000625e+00, -8.394971176554999914e+00
3.300503619458739490e-01, 1.639567857229098369e+00, -1.322050313332071170e+01, -1.225491187184393482e-01, -6.619293076056073089e-01, 7.888078709604767758e-01, -6.146398479685480920e-01, -8.122515745356331252e+00, -8.322515745356330541e+00
3.400518880654458953e-01, 1.692872240742589574e+00, -1.321263249426749198e+01, -1.287203017791690163e-01, -6.551531061363953246e-01, 7.929546527887160190e-01, -6.092806566933884893e-01, -8.052270764959860827e+00, -8.252270764959860117e+00
3.500534141850178416e-01, 1.746376982866538308e+00, -1.320471932285245309e+01, -1.348368519228489160e-01, -6.486891227412978633e-01, 7.968764394236244053e-01, -6.041423179115387176e-01, -7.984978049542736045e+00, -8.184978049542735334e+00
3.600549403045897323e-01, 1.799961584553588567e+00, -1.319676581483382982e+01, -1.409008593760785466e-01, -6.425989025070825145e-01, 8.005409981078326354e-01, -5.992779908761167729e-01, -7.921328218175415437e+00, -8.121328218175415614e+00
3.700564664241616786e-01, 1.853504111279725253e+00, -1.318877449852585571e+01, -1.469149548002957328e-01, -6.369356934436086748e-01, 8.039219791003027193e-01, -5.947347740963634388e-01, -7.861930983211139257e+00, -8.061930983211137658e+00
3.800579925437336248e-01, 1.906883960287791169e+00, -1.318074817522934339e+01, -1.528822508856763074e-01, -6.317423251169147491e-01, 8.069998006592825623e-01, -5.905517096206548411e-01, -7.807289314950098813e+00, -8.007289314950098102e+00
3.900595186633055711e-01, 1.959984509336659686e+00, -1.317268985448401963e+01, -1.588062623077997337e-01, -6.269796343692198848e-01, 8.098032525285615568e-01, -5.867015358716582973e-01, -7.757039196925545887e+00, -7.957039196925545177e+00
4.000610447828775174e-01, 2.012695955681068405e+00, -1.316460266030104442e+01, -1.646908142609033177e-01, -6.224042966160052703e-01, 8.124791247692312313e-01, -5.829902844938532613e-01, -7.708643298805674782e+00, -7.908643298805674071e+00
4.100625709024494636e-01, 2.064959589334003809e+00, -1.315648881668780845e+01, -1.705385451989707701e-01, -6.178187876649371413e-01, 8.151438806280413285e-01, -5.792585380248249649e-01, -7.660021929024689591e+00, -7.860021929024688880e+00
4.200640970220213544e-01, 2.116805771043819728e+00, -1.314834853566866713e+01, -1.763494286149010493e-01, -6.131950582682312856e-01, 8.178134924018688467e-01, -5.754833547944357974e-01, -7.610876667411738516e+00, -7.810876667411737806e+00
4.300656231415933006e-01, 2.168272432839901231e+00, -1.314018177874715043e+01, -1.821230399773916819e-01, -6.085254361380895149e-01, 8.204918560976934838e-01, -5.716582143880746258e-01, -7.561123323482515701e+00, -7.761123323482514991e+00
4.400671492611652469e-01, 2.219395090916962854e+00, -1.313198846015766996e+01, -1.878588963866278660e-01, -6.038024118586547972e-01, 8.231826503640152781e-01, -5.677766498718271881e-01, -7.510678598285819518e+00, -7.710678598285818808e+00
4.500686753807371931e-01, 2.270207090322516219e+00, -1.312376845978375606e+01, -1.935564494615294173e-01, -5.990185719336729164e-01, 8.258893733095146183e-01, -5.638321940563674195e-01, -7.459459379713426763e+00, -7.659459379713426053e+00
4.600702015003091394e-01, 2.320739896758184262e+00, -1.311552162189549975e+01, -1.992150875028804169e-01, -5.941665311031792962e-01, 8.286153777536640064e-01, -5.598183238785174876e-01, -7.407382016147423087e+00, -7.607382016147422377e+00
4.700717276198810857e-01, 2.371023330000473717e+00, -1.310724775742006187e+01, -2.048341343782429658e-01, -5.892388721179319111e-01, 8.313639002578525616e-01, -5.557284097003241108e-01, -7.354361656641827949e+00, -7.554361656641827238e+00
4.800732537394529764e-01, 2.421085775767370496e+00, -1.309894664484972537e+01, -2.104128486535238318e-01, -5.842280886121943295e-01, 8.341380864537778494e-01, -5.515556660276728085e-01, -7.300311611902179365e+00, -7.500311611902178655e+00
4.900747798590249227e-01, 2.470954372173243208e+00, -1.309061803118959588e+01, -2.159504220360783933e-01, -5.791265305756133630e-01, 8.369410129178562752e-01, -5.472931032783372451e-01, -7.245142731080025378e+00, -7.445142731080024667e+00
5.000763059785968689e-01, 2.520655176916973161e+00, -1.308226163260566466e+01, -2.214459773959784328e-01, -5.739263510894898612e-01, 8.397757062613314671e-01, -5.429334795104110434e-01, -7.188762780122583074e+00, -7.388762780122582363e+00
5.100778320981688152e-01, 2.570213317787592988e+00, -1.307387713490173020e+01, -2.268985662958143412e-01, -5.686194533969153309e-01, 8.426451598242546970e-01, -5.384692513270895597e-01, -7.131075811433119860e+00, -7.331075811433119149e+00
5.200793582177407615e-01, 2.619653129347646381e+00, -1.306546419382077673e+01, -2.323071660392959092e-01, -5.631974373801051925e-01, 8.455523483049639522e-01, -5.338925231504567659e-01, -7.071981514343521624e+00, -7.271981514343520914e+00
5.300808843373127077e-01, 2.668998278030916715e+00, -1.305702243519824535e+01, -2.376706762173484699e-01, -5.576515445908123425e-01, 8.485002405587735996e-01, -5.291949940916895745e-01, -7.011374536393979895e+00, -7.211374536393979184e+00
