-13.2834639,0.2809199,5.9213128
-13.1525128,0.1312003,5.7409429
-13.0149633,-0.0137984,5.6931839
-12.8699755,-0.1474206,5.6705052
-12.7134455,-0.2716475,5.6477355
-12.5460085,-0.3850161,5.6266637
-12.3731205,-0.4839335,5.6061917
-12.1925092,-0.5700758,5.5928921
-12.0051727,-0.6429512,5.5875864
-11.8148934,-0.7015558,5.5873723
-11.6198869,-0.7472866,5.6121347
-11.4229551,-0.7804856,5.6600695
-11.2242912,-0.8027213,5.7456058
-11.0247054,-0.8158497,5.8755210
-10.8249421,-0.8221387,6.0302010
-10.6249992,-0.8240894,6.1798173
-10.4249392,-0.8240009,6.3247385
-10.2249334,-0.8233661,6.4652896
-10.0249816,-0.8229822,6.6017583
-9.8245851,-0.8227910,6.7344015
-9.6256859,-0.8224008,6.8634494
-9.4249438,-0.8212412,6.9891092
-9.2256976,-0.8190499,7.1115684
-9.0259415,-0.8157150,7.2309974
-8.8259509,-0.8112919,7.3475515
-8.6266461,-0.8058569,7.4613728
-8.4267062,-0.7994233,7.5725917
-8.2269977,-0.7920867,7.6813283
-8.0276674,-0.7839375,7.7876935
-7.8278492,-0.7750294,7.8917900
-7.6282761,-0.7654941,7.9937130
-7.4288801,-0.7554383,8.0935510
-7.2292468,-0.7449557,8.1913866
-7.0297480,-0.7341854,8.2872971
-6.8302723,-0.7232458,8.3813545
-6.6307552,-0.7122598,8.4736267
-6.4312839,-0.7013603,8.5641771
-6.2317017,-0.6906669,8.6530656
-6.0322047,-0.6803173,8.7403486
-5.8327139,-0.6704328,8.8260792
-5.6329514,-0.6611274,8.9103078
-5.4333690,-0.6525166,8.9930820
-5.2337124,-0.6445989,9.0744467
-5.0338877,-0.6373573,9.1544449
-4.8342350,-0.6307837,9.2331171
-4.6345102,-0.6248542,9.3105020
-4.4346218,-0.6195514,9.3866364
-4.2349328,-0.6148686,9.4615553
-4.0351400,-0.6107828,9.5352922
-3.8352133,-0.6072790,9.6078789
-3.6355072,-0.6043481,9.6793462
-3.4356660,-0.6019694,9.7497230
-3.2357724,-0.6001301,9.8190374
-3.0360076,-0.5988172,9.8873163
-2.8361391,-0.5980145,9.9545851
-2.6362824,-0.5977089,10.0208687
-2.4364761,-0.5978861,10.0861906
-2.2366023,-0.5985324,10.1505737
-2.0367756,-0.5996339,10.2140399
-1.8369482,-0.6011769,10.2766101
-1.6370917,-0.6031482,10.3383046
-1.4372808,-0.6055336,10.3991431
-1.2374534,-0.6083203,10.4591443
-1.0376367,-0.6114944,10.5183265
-0.8378221,-0.6150428,10.5767072
-0.6380154,-0.6189520,10.6343033
-0.4382331,-0.6232081,10.6911312
-0.2384183,-0.6277990,10.7472067
-0.0386516,-0.6327093,10.8025453
0.1611196,-0.6379267,10.8571616
0.3609174,-0.6434383,10.9110701
0.5606274,-0.6492270,10.9642847
0.7604112,-0.6552836,11.0168187
0.9601781,-0.6615916,11.0686854
1.1598192,-0.6681330,11.1198974
1.3596372,-0.6749036,11.1704670
1.5593642,-0.6818797,11.2204060
1.7589664,-0.6890452,11.2697262
1.9587976,-0.6963979,11.3184388
2.1584854,-0.7039081,11.3665546
2.3580856,-0.7115628,11.4140845
2.5578991,-0.7193576,11.4610386
2.7575066,-0.7272360,11.5074271
2.9571266,-0.7351544,11.4960036
3.1568369,-0.7430594,11.2445655
3.3564598,-0.7508884,10.9922462
3.5561340,-0.7585924,10.7386329
