-13.4601374,0.1040401,2.2179373
-13.3195128,-0.0365484,2.2172198
-13.1665593,-0.1632723,2.2242490
-12.9994857,-0.2724604,2.2507365
-12.8197734,-0.3617371,2.3013232
-12.6324146,-0.4308670,2.3888379
-12.4403457,-0.4825771,2.4989596
-12.2434418,-0.5201166,2.6203870
-12.0452041,-0.5456523,2.7542657
-11.8466042,-0.5617901,2.8913712
-11.6460336,-0.5708577,3.0299588
-11.4469074,-0.5745774,3.1710549
-11.2468426,-0.5745037,3.3113192
-11.0468234,-0.5717559,3.4506301
-10.8471505,-0.5671999,3.5855841
-10.6471097,-0.5614485,3.7189058
-10.4473992,-0.5550084,3.8457379
-10.2475393,-0.5482267,3.9705496
-10.0477753,-0.5413781,4.0910056
-9.8476759,-0.5346109,4.2083477
-9.6486580,-0.5281697,4.3236063
-9.4482014,-0.5221767,4.4357311
-9.2490511,-0.5167077,4.5467923
-9.0492646,-0.5116081,4.6557306
-8.8494270,-0.5067683,4.7629797
-8.6502920,-0.5021291,4.8691570
-8.4501782,-0.4976119,4.9730970
-8.2505335,-0.4932062,5.0758445
-8.0512292,-0.4888697,5.1774527
-7.8511899,-0.4845480,5.2768203
-7.6515737,-0.4802413,5.3750828
-7.4520822,-0.4759245,5.4721075
-7.2522165,-0.4715747,5.5669300
-7.0525827,-0.4671998,5.6605717
-6.8529681,-0.4627950,5.7529574
-6.6532376,-0.4583620,5.8430288
-6.4535901,-0.4539138,5.9318535
-6.2538421,-0.4494568,6.0194310
-6.0542475,-0.4450073,6.1045579
-5.8546016,-0.4405728,6.1883755
-5.6547188,-0.4361369,6.2709161
-5.4551853,-0.4316881,6.3509749
-5.2554604,-0.4272278,6.4297806
-5.0555742,-0.4227754,6.5074099
-4.8560219,-0.4183542,6.5827745
-4.6562945,-0.4139541,6.6570880
-4.4564500,-0.4095773,6.7302949
-4.2568639,-0.4052356,6.8015386
-4.0571184,-0.4009259,6.8718692
-3.8573267,-0.3966587,6.9410832
-3.6576955,-0.3924484,7.0086360
-3.4579323,-0.3883020,7.0753556
-3.2581854,-0.3842379,7.1408820
-3.0585095,-0.3802755,7.2049905
-2.8587324,-0.3764329,7.2683017
-2.6590140,-0.3727378,7.3302560
-2.4592979,-0.3692168,7.3909715
-2.2595141,-0.3659002,7.4508824
-2.0598020,-0.3628243,7.5091551
-1.8600540,-0.3600247,7.5663462
