-13.2844044,0.2818473,5.9502998
-13.1530651,0.1324581,5.7660013
-13.0154521,-0.0121345,5.7158972
-12.8703739,-0.1456625,5.6931373
-12.7138809,-0.2698451,5.6702861
-12.5465629,-0.3832211,5.6478841
-12.3738233,-0.4822098,5.6256914
-12.1933703,-0.5684848,5.6106360
-12.0061839,-0.6415494,5.6035987
-11.8160674,-0.7003760,5.6016395
-11.6212109,-0.7463586,5.6245923
-11.4243953,-0.7798212,5.6706791
-11.2258501,-0.8023026,5.7539997
-11.0263509,-0.8156397,5.8815507
-10.8266840,-0.8220705,6.0359666
-10.6268155,-0.8240860,6.1853379
-10.4268526,-0.8239808,6.3300309
-10.2269105,-0.8232921,6.4703686
-10.0270795,-0.8228438,6.6066373
-9.8267362,-0.8225891,6.7390924
-9.6279793,-0.8221390,6.8679629
-9.4272801,-0.8209264,6.9934551
-9.2280725,-0.8186909,7.1157556
-9.0284548,-0.8153227,7.2350339
-8.8285180,-0.8108768,7.3514449
-8.6292647,-0.8054307,7.4651298
-8.4294518,-0.7990000,7.5762187
-8.2298032,-0.7916760,7.6848312
-8.0305374,-0.7835505,7.7910776
-7.8308273,-0.7746785,7.8950604
-7.6313211,-0.7651866,7.9968743
-7.4319990,-0.7551823,8.0966077
-7.2324556,-0.7447583,8.1943428
-7.0330294,-0.7340504,8.2901566
-6.8336347,-0.7231765,8.3841210
-6.6341931,-0.7122570,8.4763035
-6.4347997,-0.7014234,8.5667675
-6.2353054,-0.6907942,8.6555727
-6.0358720,-0.6805034,8.7427751
-5.8364660,-0.6706731,8.8284280
-5.6367970,-0.6614158,8.9125815
-5.4372753,-0.6528436,8.9952829
-5.2377073,-0.6449596,9.0765773
-5.0379739,-0.6377462,9.1565073
-4.8383855,-0.6311938,9.2351134
-4.6387498,-0.6252808,9.3124343
-4.4389533,-0.6199894,9.3885066
-4.2393298,-0.6153121,9.4633653
-4.0396266,-0.6112274,9.5370437
-3.8397915,-0.6077201,9.6095737
-3.6401520,-0.6047805,9.6809857
-3.4404004,-0.6023892,9.7513090
-3.2405778,-0.6005329,9.8205713
-3.0409009,-0.5991990,9.8887994
-2.8411209,-0.5983714,9.9560190
-2.6413363,-0.5980370,10.0222546
-2.4416174,-0.5981819,10.0875299
-2.2418301,-0.5987925,10.1518675
-2.0420778,-0.5998549,10.2152894
-1.8423363,-0.6013555,10.2778165
-1.6425631,-0.6032815,10.3394690
-1.4428304,-0.6056187,10.4002666
-1.2430861,-0.6083543,10.4602279
-1.0433486,-0.6114747,10.5193712
-0.8436174,-0.6149669,10.5777139
-0.6438898,-0.6188174,10.6352730
-0.4441915,-0.6230126,10.6920648
-0.2444568,-0.6275404,10.7481051
-0.0447642,-0.6323858,10.8034093
0.1549164,-0.6375360,10.8579920
0.3546385,-0.6429789,10.9118678
0.5542803,-0.6486976,10.9650503
0.7539655,-0.6546817,11.0175532
0.9536617,-0.6609166,11.0693894
1.1532411,-0.6673840,11.1205716
1.3529511,-0.6740777,11.1711120
1.5526131,-0.6809775,11.2210227
1.7521234,-0.6880648,11.2703150
1.9518731,-0.6953389,11.3190004
2.1515013,-0.7027705,11.3670898
2.3509874,-0.7103444,11.4145937
2.5507379,-0.7180599,11.4615225
2.7502875,-0.7258606,11.5078862
2.9498006,-0.7337039,11.5451043
3.1494464,-0.7415427,11.2939321
3.3489958,-0.7493154,11.0417899
3.5485865,-0.7569757,10.7882798
