-13.6750,-0.1750,0.8000,0.8000
-13.5250,-0.1750,0.8000,0.8000
-13.3750,-0.1750,0.8000,0.8000
-13.2250,-0.1750,0.8000,0.8000
-13.0750,-0.1750,0.8000,0.8000
-12.9250,-0.1750,0.8000,0.8000
-12.7750,-0.1750,0.8000,0.8000
-12.6250,-0.1750,0.8000,0.8000
-12.4750,-0.1750,0.8139,0.8139
-12.3250,-0.1750,0.8500,0.8500
-12.1750,-0.1750,0.8500,0.8500
-12.0250,-0.1750,0.8500,0.8500
-11.8750,-0.1750,0.8500,0.8500
-11.7250,-0.1750,0.8500,0.8500
-11.5750,-0.1750,0.8500,0.8500
-11.4250,-0.1750,0.8500,0.8500
-11.2750,-0.1750,0.8500,0.8500
-11.1250,-0.1750,0.8500,0.8500
-10.9750,-0.1750,0.8500,0.8500
-10.8250,-0.1750,0.8500,0.8500
-10.6750,-0.1750,0.8500,0.8500
-10.5250,-0.1750,0.8500,0.8500
-10.3750,-0.1750,0.8500,0.8500
-10.2250,-0.1750,0.8500,0.8500
-10.0750,-0.1750,0.8500,0.8500
-9.9250,-0.1750,0.8500,0.8500
-9.7750,-0.1750,0.8500,0.8500
-9.6250,-0.1750,0.8500,0.8500
-9.4750,-0.1750,0.8500,0.8500
-9.3250,-0.1750,0.8500,0.8500
-9.1750,-0.1750,0.8500,0.8500
-9.0250,-0.1750,0.8500,0.8500
-8.8750,-0.1750,0.8500,0.8500
-8.7250,-0.1750,0.8500,0.8500
-8.5750,-0.1750,0.8500,0.8500
-8.4250,-0.1750,0.8500,0.8500
-8.2750,-0.1750,0.8500,0.8500
-8.1250,-0.1750,0.8500,0.8500
-7.9750,-0.1750,0.8500,0.8500
-7.8250,-0.1750,0.8500,0.8500
-7.6750,-0.1750,0.8500,0.8500
-7.5250,-0.1750,0.8500,0.8500
-7.3750,-0.1750,0.8500,0.8500
-7.2250,-0.1750,0.8500,0.8500
-7.0750,-0.1750,0.8500,0.8500
-6.9250,-0.1750,0.8500,0.8500
-6.7750,-0.1750,0.8500,0.8500
-6.6250,-0.1750,0.8500,0.8500
-6.4750,-0.1750,0.8500,0.8500
-6.3250,-0.1750,0.8500,0.8500
-6.1750,-0.1750,0.8500,0.8500
-6.0250,-0.1750,0.8500,0.8500
-5.8750,-0.1750,0.8500,0.8500
-5.7250,-0.1750,0.8500,0.8500
-5.5750,-0.1750,0.8500,0.8500
-5.4250,-0.1750,0.8500,0.8500
-5.2750,-0.1750,0.8500,0.8500
-5.1250,-0.1750,0.8500,0.8500
-4.9750,-0.1750,0.8500,0.8500
-4.8250,-0.1750,0.8500,0.8500
-4.6750,-0.1750,0.8500,0.8500
-4.5250,-0.1750,0.8500,0.8500
-4.3750,-0.1750,0.8500,0.8500
-4.2250,-0.1750,0.8500,0.8500
-4.0750,-0.1750,0.8500,0.8500
-3.9250,-0.1750,0.8500,0.8500
-3.7750,-0.1750,0.8500,0.8500
-3.6250,-0.1750,0.8500,0.8500
-3.4750,-0.1750,0.8500,0.8500
-3.3250,-0.1750,0.8500,0.8500
-3.1750,-0.1750,0.8500,0.8500
-3.0250,-0.1750,0.8500,0.8500
-2.8750,-0.1750,0.8500,0.8500
-2.7250,-0.1750,0.8500,0.8500
-2.5750,-0.1750,0.8500,0.8500
-2.4250,-0.1750,0.8500,0.8500
-2.2750,-0.1750,0.8500,0.8500
-2.1250,-0.1750,0.8500,0.8500
-1.9750,-0.1750,0.8500,0.8500
-1.8250,-0.1750,0.8500,0.8500
-1.6750,-0.1750,0.8500,0.8500
-1.5250,-0.1750,0.8500,0.8500
-1.3750,-0.1750,0.8500,0.8500
-1.2250,-0.1750,0.8500,0.8500
-1.0750,-0.1750,0.8500,0.8500
-0.9250,-0.1750,0.8500,0.8500
-0.7750,-0.1750,0.8500,0.8500
-0.6250,-0.1750,0.8500,0.8500
-0.4750,-0.1750,0.8500,0.8500
-0.3250,-0.1750,0.8500,0.8500
-0.1750,-0.1750,0.8500,0.8500
-0.0250,-0.1750,0.8500,0.8500
0.1250,-0.1750,0.8500,0.8500
